index,Ultrasonic Sensor Data Capture Start,index,Ultrasonic Sensor Data Capture Start
289,554,100288.0,560.0
290,554,100289.0,559.0
291,554,100290.0,560.0
292,549,100291.0,560.0
293,548,100292.0,565.0
294,548,100293.0,566.0
295,548,100294.0,565.0
296,548,100295.0,566.0
297,548,100296.0,566.0
298,554,100297.0,560.0
299,554,100298.0,559.0
300,554,100299.0,560.0
301,554,100300.0,560.0
302,554,100301.0,559.0
303,548,100302.0,559.0
304,548,100303.0,566.0
305,548,100304.0,566.0
306,548,100305.0,566.0
307,548,100306.0,566.0
308,548,100307.0,560.0
309,0,100308.0,559.0
310,548,100309.0,559.0
311,548,100310.0,559.0
312,548,100311.0,559.0
313,548,100312.0,559.0
314,548,100313.0,566.0
315,548,100314.0,566.0
316,554,100315.0,566.0
317,554,100316.0,565.0
318,554,100317.0,565.0
319,554,100318.0,560.0
320,550,100319.0,560.0
321,548,100320.0,559.0
322,548,100321.0,560.0
323,548,100322.0,559.0
324,548,100323.0,559.0
325,548,100324.0,565.0
326,554,100325.0,566.0
327,554,100326.0,565.0
328,554,100327.0,566.0
329,554,100328.0,566.0
330,554,100329.0,559.0
331,548,100330.0,559.0
332,548,100331.0,559.0
333,548,100332.0,560.0
334,548,100333.0,560.0
335,548,100334.0,559.0
336,548,100335.0,566.0
337,554,100336.0,566.0
338,554,100337.0,565.0
339,554,100338.0,566.0
340,555,100339.0,559.0
341,554,100340.0,559.0
342,548,100341.0,560.0
343,548,100342.0,560.0
344,548,100343.0,560.0
345,548,100344.0,559.0
346,548,100345.0,566.0
347,548,100346.0,566.0
348,554,100347.0,566.0
349,554,100348.0,566.0
350,554,100349.0,565.0
351,554,100350.0,559.0
352,548,100351.0,559.0
353,548,100352.0,559.0
354,548,100353.0,559.0
355,548,100354.0,559.0
356,548,100355.0,560.0
357,548,100356.0,566.0
358,555,100357.0,566.0
359,554,100358.0,566.0
360,554,100359.0,565.0
361,554,100360.0,566.0
362,554,100361.0,560.0
363,549,100362.0,559.0
364,548,100363.0,559.0
365,548,100364.0,559.0
366,548,100365.0,560.0
367,548,100366.0,559.0
368,548,100367.0,565.0
369,554,100368.0,565.0
370,554,100369.0,565.0
371,554,100370.0,566.0
372,554,100371.0,560.0
373,554,100372.0,559.0
374,548,100373.0,560.0
375,548,100374.0,560.0
376,548,100375.0,560.0
377,548,100376.0,560.0
378,548,100377.0,566.0
379,548,100378.0,565.0
380,554,100379.0,565.0
381,554,100380.0,565.0
382,554,100381.0,565.0
383,555,100382.0,559.0
384,548,100383.0,559.0
385,548,100384.0,560.0
386,548,100385.0,559.0
387,548,100386.0,559.0
388,548,100387.0,559.0
389,548,100388.0,566.0
390,554,100389.0,566.0
391,554,100390.0,566.0
392,554,100391.0,566.0
393,554,100392.0,566.0
394,554,100393.0,559.0
395,548,100394.0,560.0
396,548,100395.0,560.0
397,548,100396.0,560.0
398,548,100397.0,560.0
399,548,100398.0,559.0
400,548,100399.0,566.0
401,554,100400.0,565.0
402,554,100401.0,566.0
403,554,100402.0,565.0
404,554,100403.0,560.0
405,554,100404.0,560.0
406,548,100405.0,559.0
407,548,100406.0,560.0
408,548,100407.0,559.0
409,548,100408.0,559.0
410,548,100409.0,565.0
411,548,100410.0,566.0
412,554,100411.0,566.0
413,554,100412.0,565.0
414,554,100413.0,566.0
415,554,100414.0,559.0
416,549,100415.0,560.0
417,548,100416.0,559.0
418,548,100417.0,559.0
419,548,100418.0,559.0
420,548,100419.0,559.0
421,548,100420.0,566.0
422,554,100421.0,565.0
423,554,100422.0,566.0
424,554,100423.0,565.0
425,554,100424.0,566.0
426,554,100425.0,559.0
427,548,100426.0,560.0
428,548,100427.0,560.0
429,548,100428.0,560.0
430,548,100429.0,559.0
431,548,100430.0,560.0
432,548,100431.0,565.0
433,554,100432.0,566.0
434,554,100433.0,566.0
435,554,100434.0,566.0
436,554,100435.0,559.0
437,554,100436.0,559.0
438,549,100437.0,560.0
439,548,100438.0,559.0
440,548,100439.0,560.0
441,548,100440.0,560.0
442,548,100441.0,565.0
443,548,100442.0,565.0
444,554,100443.0,565.0
445,554,100444.0,566.0
446,554,100445.0,565.0
447,554,100446.0,559.0
448,548,100447.0,559.0
449,548,100448.0,559.0
450,548,100449.0,560.0
451,548,100450.0,560.0
452,548,100451.0,559.0
453,548,100452.0,566.0
454,554,100453.0,565.0
455,554,100454.0,566.0
456,554,100455.0,566.0
457,554,100456.0,566.0
458,554,100457.0,559.0
459,548,100458.0,560.0
460,548,100459.0,559.0
461,548,100460.0,559.0
462,548,100461.0,560.0
463,548,100462.0,560.0
464,548,100463.0,566.0
465,554,100464.0,566.0
466,554,100465.0,566.0
467,554,100466.0,566.0
468,554,100467.0,559.0
469,554,100468.0,560.0
470,548,100469.0,560.0
471,548,100470.0,560.0
472,548,100471.0,559.0
473,548,100472.0,559.0
474,548,100473.0,566.0
475,548,100474.0,565.0
476,554,100475.0,566.0
477,554,100476.0,566.0
478,554,100477.0,566.0
479,554,100478.0,560.0
480,548,100479.0,559.0
481,548,100480.0,559.0
482,548,100481.0,560.0
483,548,100482.0,559.0
484,548,100483.0,559.0
485,548,100484.0,566.0
486,554,100485.0,565.0
487,554,100486.0,565.0
488,554,100487.0,566.0
489,554,100488.0,565.0
490,554,100489.0,560.0
491,548,100490.0,559.0
492,548,100491.0,560.0
493,548,100492.0,560.0
494,548,100493.0,560.0
495,548,100494.0,560.0
496,548,100495.0,566.0
497,554,100496.0,566.0
498,554,100497.0,565.0
499,554,100498.0,566.0
500,554,100499.0,560.0
501,554,100500.0,560.0
502,548,100501.0,560.0
503,548,100502.0,560.0
504,548,100503.0,559.0
505,548,100504.0,559.0
506,548,100505.0,566.0
507,548,100506.0,565.0
508,554,100507.0,566.0
509,554,100508.0,566.0
510,554,100509.0,566.0
511,554,100510.0,560.0
512,548,100511.0,559.0
513,548,100512.0,559.0
514,548,100513.0,560.0
515,548,100514.0,560.0
516,548,100515.0,560.0
517,548,100516.0,566.0
518,554,100517.0,565.0
519,554,100518.0,565.0
520,554,100519.0,566.0
521,554,100520.0,565.0
522,554,100521.0,559.0
523,548,100522.0,559.0
524,548,100523.0,559.0
525,548,100524.0,560.0
526,548,100525.0,559.0
527,548,100526.0,560.0
528,548,100527.0,565.0
529,554,100528.0,566.0
530,554,100529.0,566.0
531,554,100530.0,566.0
532,554,100531.0,560.0
533,554,100532.0,560.0
534,548,100533.0,559.0
535,549,100534.0,560.0
536,548,100535.0,559.0
537,549,100536.0,560.0
538,548,100537.0,565.0
539,548,100538.0,566.0
540,555,100539.0,565.0
541,554,100540.0,565.0
542,554,100541.0,566.0
543,554,100542.0,559.0
544,549,100543.0,560.0
545,548,100544.0,560.0
546,548,100545.0,560.0
547,548,100546.0,559.0
548,548,100547.0,559.0
549,548,100548.0,566.0
550,555,100549.0,566.0
551,554,100550.0,566.0
552,554,100551.0,566.0
553,554,100552.0,566.0
554,554,100553.0,559.0
555,548,100554.0,559.0
556,548,100555.0,559.0
557,548,100556.0,559.0
558,548,100557.0,560.0
559,548,100558.0,560.0
560,548,100559.0,566.0
561,555,100560.0,566.0
562,554,100561.0,565.0
563,554,100562.0,566.0
564,554,100563.0,560.0
565,554,100564.0,559.0
566,548,100565.0,559.0
567,548,100566.0,560.0
568,548,100567.0,560.0
569,548,100568.0,559.0
570,548,100569.0,565.0
571,548,100570.0,565.0
572,554,100571.0,566.0
573,554,100572.0,566.0
574,554,100573.0,566.0
575,554,100574.0,560.0
576,548,100575.0,559.0
577,548,100576.0,559.0
578,548,100577.0,560.0
579,548,100578.0,560.0
580,548,100579.0,559.0
581,548,100580.0,566.0
582,555,100581.0,565.0
583,554,100582.0,566.0
584,554,100583.0,565.0
585,554,100584.0,566.0
586,554,100585.0,559.0
587,548,100586.0,559.0
588,548,100587.0,559.0
589,548,100588.0,559.0
590,548,100589.0,559.0
591,548,100590.0,559.0
592,548,100591.0,566.0
593,554,100592.0,566.0
594,554,100593.0,566.0
595,554,100594.0,566.0
596,554,100595.0,560.0
597,554,100596.0,560.0
598,548,100597.0,560.0
599,548,100598.0,559.0
600,548,100599.0,560.0
601,548,100600.0,559.0
602,548,100601.0,566.0
603,548,100602.0,565.0
604,555,100603.0,565.0
605,554,100604.0,566.0
606,554,100605.0,566.0
607,554,100606.0,560.0
608,548,100607.0,559.0
609,548,100608.0,560.0
610,548,100609.0,560.0
611,548,100610.0,559.0
612,548,100611.0,559.0
613,548,100612.0,566.0
614,554,100613.0,566.0
615,554,100614.0,566.0
616,554,100615.0,566.0
617,554,100616.0,565.0
618,554,100617.0,560.0
619,548,100618.0,559.0
620,548,100619.0,560.0
621,549,100620.0,559.0
622,548,100621.0,560.0
623,548,100622.0,559.0
624,548,100623.0,565.0
625,555,100624.0,565.0
626,554,100625.0,566.0
627,554,100626.0,566.0
628,554,100627.0,560.0
629,554,100628.0,560.0
630,548,100629.0,559.0
631,548,100630.0,560.0
632,548,100631.0,560.0
633,548,100632.0,559.0
634,549,100633.0,566.0
635,548,100634.0,566.0
636,554,100635.0,566.0
637,554,100636.0,566.0
638,554,100637.0,566.0
639,554,100638.0,559.0
640,549,100639.0,560.0
641,548,100640.0,560.0
642,548,100641.0,559.0
643,548,100642.0,560.0
644,548,100643.0,559.0
645,548,100644.0,566.0
646,554,100645.0,566.0
647,554,100646.0,566.0
648,554,100647.0,566.0
649,554,100648.0,565.0
650,554,100649.0,559.0
651,548,100650.0,559.0
652,548,100651.0,559.0
653,548,100652.0,560.0
654,548,100653.0,559.0
655,548,100654.0,560.0
656,548,100655.0,565.0
657,554,100656.0,566.0
658,554,100657.0,565.0
659,554,100658.0,566.0
660,554,100659.0,560.0
661,554,100660.0,560.0
662,548,100661.0,559.0
663,548,100662.0,560.0
664,548,100663.0,560.0
665,548,100664.0,560.0
666,548,100665.0,566.0
667,548,100666.0,566.0
668,554,100667.0,566.0
669,554,100668.0,565.0
670,554,100669.0,565.0
671,554,100670.0,560.0
672,548,100671.0,559.0
673,548,100672.0,560.0
674,548,100673.0,559.0
675,548,100674.0,559.0
676,548,100675.0,560.0
677,548,100676.0,565.0
678,554,100677.0,566.0
679,554,100678.0,566.0
680,554,100679.0,566.0
681,554,100680.0,566.0
682,554,100681.0,560.0
683,548,100682.0,559.0
684,548,100683.0,560.0
685,548,100684.0,559.0
686,548,100685.0,560.0
687,548,100686.0,559.0
688,548,100687.0,565.0
689,554,100688.0,566.0
690,555,100689.0,565.0
691,554,100690.0,565.0
692,554,100691.0,559.0
693,554,100692.0,559.0
694,548,100693.0,559.0
695,548,100694.0,559.0
696,548,100695.0,559.0
697,548,100696.0,559.0
698,548,100697.0,566.0
699,548,100698.0,566.0
700,554,100699.0,566.0
701,555,100700.0,566.0
702,554,100701.0,566.0
703,554,100702.0,560.0
704,549,100703.0,559.0
705,548,100704.0,560.0
706,548,100705.0,559.0
707,548,100706.0,559.0
708,548,100707.0,560.0
709,548,100708.0,566.0
710,554,100709.0,566.0
711,554,100710.0,566.0
712,554,100711.0,565.0
713,554,100712.0,566.0
714,554,100713.0,560.0
715,548,100714.0,560.0
716,548,100715.0,560.0
717,548,100716.0,559.0
718,548,100717.0,559.0
719,548,100718.0,559.0
720,548,100719.0,566.0
721,554,100720.0,566.0
722,554,100721.0,565.0
723,554,100722.0,566.0
724,554,100723.0,559.0
725,554,100724.0,559.0
726,548,100725.0,560.0
727,548,100726.0,560.0
728,548,100727.0,559.0
729,548,100728.0,559.0
730,548,100729.0,566.0
731,548,100730.0,565.0
732,554,100731.0,565.0
733,554,100732.0,565.0
734,554,100733.0,565.0
735,554,100734.0,560.0
736,548,100735.0,559.0
737,548,100736.0,559.0
738,548,100737.0,559.0
739,548,100738.0,560.0
740,548,100739.0,560.0
741,548,100740.0,565.0
742,554,100741.0,565.0
743,554,100742.0,566.0
744,554,100743.0,566.0
745,554,100744.0,566.0
746,554,100745.0,559.0
747,548,100746.0,559.0
748,548,100747.0,560.0
749,548,100748.0,559.0
750,548,100749.0,560.0
751,548,100750.0,560.0
752,548,100751.0,566.0
753,554,100752.0,565.0
754,554,100753.0,566.0
755,554,100754.0,565.0
756,554,100755.0,559.0
757,554,100756.0,560.0
758,548,100757.0,560.0
759,548,100758.0,559.0
760,548,100759.0,559.0
761,548,100760.0,559.0
762,548,100761.0,566.0
763,548,100762.0,566.0
764,554,100763.0,565.0
765,554,100764.0,566.0
766,554,100765.0,566.0
767,554,100766.0,560.0
768,549,100767.0,559.0
769,548,100768.0,559.0
770,548,100769.0,560.0
771,548,100770.0,559.0
772,548,100771.0,560.0
773,548,100772.0,566.0
774,554,100773.0,565.0
775,554,100774.0,565.0
776,554,100775.0,565.0
777,554,100776.0,566.0
778,554,100777.0,560.0
779,548,100778.0,560.0
780,548,100779.0,559.0
781,548,100780.0,560.0
782,548,100781.0,560.0
783,548,100782.0,559.0
784,548,100783.0,565.0
785,554,100784.0,566.0
786,554,100785.0,566.0
787,554,100786.0,566.0
788,554,100787.0,559.0
789,554,100788.0,559.0
790,548,100789.0,559.0
791,548,100790.0,560.0
792,548,100791.0,559.0
793,548,100792.0,560.0
794,548,100793.0,566.0
795,548,100794.0,565.0
796,554,100795.0,565.0
797,554,100796.0,565.0
798,554,100797.0,565.0
799,554,100798.0,560.0
800,550,100799.0,560.0
801,548,100800.0,560.0
802,548,100801.0,560.0
803,548,100802.0,560.0
804,548,100803.0,559.0
805,548,100804.0,566.0
806,554,100805.0,565.0
807,554,100806.0,566.0
808,554,100807.0,566.0
809,554,100808.0,565.0
810,554,100809.0,559.0
811,548,100810.0,560.0
812,548,100811.0,559.0
813,548,100812.0,559.0
814,548,100813.0,559.0
815,548,100814.0,559.0
816,548,100815.0,566.0
817,554,100816.0,566.0
818,554,100817.0,566.0
819,554,100818.0,566.0
820,554,100819.0,560.0
821,554,100820.0,560.0
822,548,100821.0,559.0
823,548,100822.0,560.0
824,548,100823.0,559.0
825,548,100824.0,560.0
826,548,100825.0,566.0
827,548,100826.0,566.0
828,554,100827.0,566.0
829,555,100828.0,565.0
830,554,100829.0,566.0
831,554,100830.0,560.0
832,548,100831.0,560.0
833,548,100832.0,560.0
834,548,100833.0,560.0
835,548,100834.0,560.0
836,548,100835.0,560.0
837,548,100836.0,565.0
838,554,100837.0,566.0
839,554,100838.0,565.0
840,554,100839.0,565.0
841,554,100840.0,566.0
842,554,100841.0,559.0
843,548,100842.0,560.0
844,548,100843.0,560.0
845,548,100844.0,559.0
846,548,100845.0,560.0
847,548,100846.0,560.0
848,548,100847.0,566.0
849,554,100848.0,565.0
850,554,100849.0,566.0
851,554,100850.0,566.0
852,554,100851.0,560.0
853,554,100852.0,560.0
854,548,100853.0,559.0
855,548,100854.0,560.0
856,548,100855.0,560.0
857,548,100856.0,560.0
858,548,100857.0,566.0
859,548,100858.0,566.0
860,554,100859.0,566.0
861,554,100860.0,566.0
862,554,100861.0,565.0
863,554,100862.0,560.0
864,548,100863.0,560.0
865,548,100864.0,560.0
866,548,100865.0,560.0
867,548,100866.0,560.0
868,548,100867.0,560.0
869,548,100868.0,566.0
870,554,100869.0,566.0
871,554,100870.0,566.0
872,554,100871.0,566.0
873,554,100872.0,565.0
874,554,100873.0,559.0
875,549,100874.0,559.0
876,548,100875.0,559.0
877,548,100876.0,559.0
878,548,100877.0,560.0
879,548,100878.0,559.0
880,548,100879.0,566.0
881,554,100880.0,565.0
882,554,100881.0,566.0
883,554,100882.0,566.0
884,554,100883.0,559.0
885,554,100884.0,559.0
886,548,100885.0,559.0
887,548,100886.0,560.0
888,548,100887.0,559.0
889,548,100888.0,560.0
890,548,100889.0,565.0
891,548,100890.0,565.0
892,554,100891.0,565.0
893,555,100892.0,566.0
894,554,100893.0,565.0
895,555,100894.0,559.0
896,548,100895.0,559.0
897,548,100896.0,560.0
898,548,100897.0,560.0
899,548,100898.0,559.0
900,548,100899.0,560.0
901,548,100900.0,565.0
902,554,100901.0,566.0
903,554,100902.0,565.0
904,554,100903.0,565.0
905,555,100904.0,566.0
906,554,100905.0,560.0
907,548,100906.0,560.0
908,548,100907.0,560.0
909,548,100908.0,560.0
910,548,100909.0,560.0
911,548,100910.0,560.0
912,548,100911.0,566.0
913,554,100912.0,566.0
914,554,100913.0,565.0
915,554,100914.0,566.0
916,554,100915.0,560.0
917,554,100916.0,559.0
918,548,100917.0,559.0
919,548,100918.0,560.0
920,548,100919.0,560.0
921,548,100920.0,560.0
922,548,100921.0,566.0
923,548,100922.0,565.0
924,554,100923.0,565.0
925,554,100924.0,565.0
926,554,100925.0,566.0
927,554,100926.0,559.0
928,548,100927.0,560.0
929,549,100928.0,560.0
930,548,100929.0,560.0
931,549,100930.0,560.0
932,548,100931.0,560.0
933,548,100932.0,566.0
934,554,100933.0,566.0
935,554,100934.0,565.0
936,554,100935.0,565.0
937,554,100936.0,566.0
938,555,100937.0,560.0
939,548,100938.0,560.0
940,548,100939.0,560.0
941,548,100940.0,560.0
942,548,100941.0,559.0
943,549,100942.0,560.0
944,548,100943.0,566.0
945,554,100944.0,565.0
946,554,100945.0,566.0
947,554,100946.0,565.0
948,554,100947.0,559.0
949,554,100948.0,559.0
950,548,100949.0,560.0
951,548,100950.0,559.0
952,548,100951.0,560.0
953,548,100952.0,560.0
954,548,100953.0,565.0
955,548,100954.0,565.0
956,554,100955.0,566.0
957,554,100956.0,565.0
958,554,100957.0,566.0
959,554,100958.0,560.0
960,548,100959.0,559.0
961,548,100960.0,560.0
962,548,100961.0,560.0
963,548,100962.0,560.0
964,548,100963.0,560.0
965,548,100964.0,565.0
966,554,100965.0,566.0
967,554,100966.0,566.0
968,554,100967.0,565.0
969,554,100968.0,566.0
970,554,100969.0,560.0
971,548,100970.0,559.0
972,548,100971.0,560.0
973,548,100972.0,560.0
974,548,100973.0,560.0
975,548,100974.0,560.0
976,548,100975.0,565.0
977,554,100976.0,566.0
978,555,100977.0,565.0
979,554,100978.0,566.0
980,554,100979.0,559.0
981,554,100980.0,560.0
982,548,100981.0,560.0
983,548,100982.0,560.0
984,548,100983.0,560.0
985,548,100984.0,559.0
986,548,100985.0,566.0
987,548,100986.0,566.0
988,554,100987.0,566.0
989,554,100988.0,566.0
990,554,100989.0,565.0
991,554,100990.0,559.0
992,548,100991.0,560.0
993,548,100992.0,560.0
994,548,100993.0,560.0
995,548,100994.0,560.0
996,548,100995.0,559.0
997,548,100996.0,566.0
998,554,100997.0,566.0
999,554,100998.0,566.0
1000,554,100999.0,566.0
1001,554,101000.0,566.0
1002,554,101001.0,559.0
1003,548,101002.0,560.0
1004,548,101003.0,560.0
1005,548,101004.0,560.0
1006,548,101005.0,559.0
1007,548,101006.0,559.0
1008,548,101007.0,565.0
1009,555,101008.0,566.0
1010,554,101009.0,566.0
1011,554,101010.0,565.0
1012,554,101011.0,560.0
1013,554,101012.0,560.0
1014,548,101013.0,559.0
1015,548,101014.0,560.0
1016,548,101015.0,560.0
1017,548,101016.0,560.0
1018,548,101017.0,565.0
1019,548,101018.0,566.0
1020,554,101019.0,565.0
1021,554,101020.0,566.0
1022,554,101021.0,565.0
1023,554,101022.0,559.0
1024,548,101023.0,560.0
1025,548,101024.0,560.0
1026,548,101025.0,560.0
1027,548,101026.0,560.0
1028,548,101027.0,559.0
1029,548,101028.0,565.0
1030,554,101029.0,566.0
1031,554,101030.0,565.0
1032,554,101031.0,565.0
1033,554,101032.0,566.0
1034,554,101033.0,560.0
1035,548,101034.0,559.0
1036,548,101035.0,559.0
1037,548,101036.0,560.0
1038,548,101037.0,560.0
1039,548,101038.0,559.0
1040,548,101039.0,565.0
1041,554,101040.0,565.0
1042,554,101041.0,566.0
1043,554,101042.0,565.0
1044,554,101043.0,559.0
1045,554,101044.0,560.0
1046,548,101045.0,559.0
1047,548,101046.0,560.0
1048,548,101047.0,560.0
1049,548,101048.0,559.0
1050,548,101049.0,566.0
1051,548,101050.0,566.0
1052,554,101051.0,566.0
1053,554,101052.0,566.0
1054,554,101053.0,566.0
1055,555,101054.0,560.0
1056,548,101055.0,560.0
1057,548,101056.0,559.0
1058,548,101057.0,560.0
1059,548,101058.0,560.0
1060,548,101059.0,560.0
1061,548,101060.0,566.0
1062,554,101061.0,565.0
1063,554,101062.0,566.0
1064,554,101063.0,566.0
1065,554,101064.0,565.0
1066,554,101065.0,560.0
1067,548,101066.0,560.0
