index,[2023-01-12 17:02:45.931] Ultrasonic Sensor Data Capture Start,index,[2023-01-12 17:02:45.931] Ultrasonic Sensor Data Capture Start,,,,,,,,,,,,
24900,9080,124905,9126,,,,,,,,,,,,
24901,9202,124906,9203,,,,,,,,,,,,
24902,9155,124907,9152,,,,,,,,,,,,
24903,9130,124908,9127,,,,,,,,,,,,
24904,9079,124909,9152,,,,,,,,,,,,
24905,9155,124910,9127,,,,,,,,,,,,
24906,9205,124911,9152,,,,,,,,,,,,
24907,9079,124912,9151,,,,,,,,,,,,
24908,9180,124913,9151,,,,,,,,,,,,
24909,9079,124914,9152,,,,,,,,,,,,
24910,9103,124915,9126,,,,,,,,,,,,
24911,9104,124916,9127,,,,,,,,,,,,
24912,9205,124917,9203,,,,,,,,,,,,
24913,9109,124918,9126,,,,,,,,,,,,
24914,9155,124919,9152,,,,,,,,,,,,
24915,9180,124920,9177,,,,,,,,,,,,
24916,9079,124921,9170,,,,,,,,,,,,
24917,9180,124922,9152,,,,,,,,,,,,
24918,9180,124923,9151,,,,,,,,,,,,
24919,9205,124924,9228,,,,,,,,,,,,
24920,9206,124925,9151,,,,,,,,,,,,
24921,9180,124926,9228,,,,,,,,,,,,
24922,9174,124927,9151,,,,,,,,,,,,
24923,9078,124928,9229,,,,,,,,,,,,
24924,9155,124929,9152,,,,,,,,,,,,
24925,9079,124930,9126,,,,,,,,,,,,
24926,9180,124931,9151,,,,,,,,,,,,
24927,9180,124932,9145,,,,,,,,,,,,
24928,9079,124933,9124,,,,,,,,,,,,
24929,9180,124934,9176,,,,,,,,,,,,
24930,8194,124935,9254,,,,,,,,,,,,
24931,9079,124936,9151,,,,,,,,,,,,
24932,9154,124937,9127,,,,,,,,,,,,
24933,9104,124938,9152,,,,,,,,,,,,
24934,9155,124939,9151,,,,,,,,,,,,
24935,9104,124940,9176,,,,,,,,,,,,
24936,9180,124941,9173,,,,,,,,,,,,
24937,9078,124942,9151,,,,,,,,,,,,
24938,9104,124943,9176,,,,,,,,,,,,
24939,9180,124944,9152,,,,,,,,,,,,
24940,9079,124945,9228,,,,,,,,,,,,
24941,9154,124946,9228,,,,,,,,,,,,
24942,9079,124947,9152,,,,,,,,,,,,
24943,9205,124948,9127,,,,,,,,,,,,
24944,9079,124949,9126,,,,,,,,,,,,
24945,9180,124950,9126,,,,,,,,,,,,
24946,9180,124951,9151,,,,,,,,,,,,
24947,8269,124952,9151,,,,,,,,,,,,
24948,9180,124953,9152,,,,,,,,,,,,
24949,9078,124954,9152,,,,,,,,,,,,
24950,9079,124955,9152,,,,,,,,,,,,
24951,9180,124956,9127,,,,,,,,,,,,
24952,9105,124957,9126,,,,,,,,,,,,
24953,9130,124958,9176,,,,,,,,,,,,
24954,8195,124959,9099,,,,,,,,,,,,
24955,9180,124960,9202,,,,,,,,,,,,
24956,9079,124961,9151,,,,,,,,,,,,
24957,9079,124962,9253,,,,,,,,,,,,
24958,9155,124963,9152,,,,,,,,,,,,
24959,9130,124964,9228,,,,,,,,,,,,
24960,9080,124965,9151,,,,,,,,,,,,
24961,9130,124966,9151,,,,,,,,,,,,
24962,9180,124967,9151,,,,,,,,,,,,
24963,9180,124968,9151,,,,,,,,,,,,
24964,9079,124969,9151,,,,,,,,,,,,
24965,9180,124970,9176,,,,,,,,,,,,
24966,8220,124971,9203,,,,,,,,,,,,
24967,9128,124972,9151,,,,,,,,,,,,
24968,9129,124973,9253,,,,,,,,,,,,
24969,9079,124974,9152,,,,,,,,,,,,
24970,9105,124975,9203,,,,,,,,,,,,
24971,9104,124976,9126,,,,,,,,,,,,
24972,9104,124977,9151,,,,,,,,,,,,
24973,9104,124978,9152,,,,,,,,,,,,
24974,9104,124979,9146,,,,,,,,,,,,
24975,9205,124980,9126,,,,,,,,,,,,
24976,9180,124981,9151,,,,,,,,,,,,
24977,9155,124982,9227,,,,,,,,,,,,
24978,9079,124983,9126,,,,,,,,,,,,
24979,9078,124984,9151,,,,,,,,,,,,
24980,9104,124985,9152,,,,,,,,,,,,
24981,9080,124986,9150,,,,,,,,,,,,
24982,9079,124987,9176,,,,,,,,,,,,
24983,9078,124988,9099,,,,,,,,,,,,
24984,9104,124989,9151,,,,,,,,,,,,
24985,9079,124990,9151,,,,,,,,,,,,
24986,9078,124991,9203,,,,,,,,,,,,
24987,9180,124992,9152,,,,,,,,,,,,
24988,9079,124993,9151,,,,,,,,,,,,
24989,9079,124994,9152,,,,,,,,,,,,
24990,9080,124995,9222,,,,,,,,,,,,
24991,8269,124996,9127,,,,,,,,,,,,
24992,9104,124997,9152,,,,,,,,,,,,
24993,9104,124998,9153,,,,,,,,,,,,
24994,9079,124999,9204,,,,,,,,,,,,
24995,9131,125000,9179,,,,,,,,,,,,
24996,9180,125001,9204,,,,,,,,,,,,
24997,9078,125002,9180,,,,,,,,,,,,
24998,9205,125003,9204,,,,,,,,,,,,
24999,9104,125004,9229,,,,,,,,,,,,
25000,9199,125005,9230,,,,,,,,,,,,
25001,9080,125006,9229,,,,,,,,,,,,
25002,9080,125007,9152,,,,,,,,,,,,
25003,9103,125008,9152,,,,,,,,,,,,
25004,9080,125009,9153,,,,,,,,,,,,
25005,9205,125010,9152,,,,,,,,,,,,
25006,9079,125011,9152,,,,,,,,,,,,
25007,9155,125012,9178,,,,,,,,,,,,
25008,9079,125013,9179,,,,,,,,,,,,
25009,9155,125014,9179,,,,,,,,,,,,
25010,9105,125015,9179,,,,,,,,,,,,
25011,9180,125016,9204,,,,,,,,,,,,
25012,9179,125017,9180,,,,,,,,,,,,
25013,9180,125018,9229,,,,,,,,,,,,
25014,9078,125019,9152,,,,,,,,,,,,
25015,9180,125020,9152,,,,,,,,,,,,
25016,9079,125021,9152,,,,,,,,,,,,
25017,9179,125022,9177,,,,,,,,,,,,
25018,8268,125023,9177,,,,,,,,,,,,
25019,9078,125024,9153,,,,,,,,,,,,
25020,9078,125025,9152,,,,,,,,,,,,
25021,9180,125026,9204,,,,,,,,,,,,
25022,9155,125027,9228,,,,,,,,,,,,
25023,9180,125028,9229,,,,,,,,,,,,
25024,9085,125029,9127,,,,,,,,,,,,
25025,9078,125030,9203,,,,,,,,,,,,
25026,9078,125031,9228,,,,,,,,,,,,
25027,9179,125032,9153,,,,,,,,,,,,
25028,9079,125033,9153,,,,,,,,,,,,
25029,9080,125034,9228,,,,,,,,,,,,
25030,9080,125035,9151,,,,,,,,,,,,
25031,9079,125036,9125,,,,,,,,,,,,
25032,9079,125037,9126,,,,,,,,,,,,
25033,9155,125038,9151,,,,,,,,,,,,
25034,9103,125039,9228,,,,,,,,,,,,
25035,9205,125040,9152,,,,,,,,,,,,
25036,9180,125041,9153,,,,,,,,,,,,
25037,9180,125042,9152,,,,,,,,,,,,
25038,9155,125043,9177,,,,,,,,,,,,
25039,9174,125044,9125,,,,,,,,,,,,
25040,9080,125045,9125,,,,,,,,,,,,
25041,9080,125046,9152,,,,,,,,,,,,
25042,9104,125047,9177,,,,,,,,,,,,
25043,9079,125048,9153,,,,,,,,,,,,
25044,9080,125049,9177,,,,,,,,,,,,
25045,9079,125050,9152,,,,,,,,,,,,
25046,9080,125051,9151,,,,,,,,,,,,
25047,9174,125052,9151,,,,,,,,,,,,
25048,9079,125053,9151,,,,,,,,,,,,
25049,9154,125054,9178,,,,,,,,,,,,
25050,9154,125055,9203,,,,,,,,,,,,
25051,9078,125056,9152,,,,,,,,,,,,
25052,9180,125057,9229,,,,,,,,,,,,
25053,9104,125058,9152,,,,,,,,,,,,
25054,9180,125059,9229,,,,,,,,,,,,
25055,9104,125060,9127,,,,,,,,,,,,
25056,9103,125061,9152,,,,,,,,,,,,
25057,9130,125062,9152,,,,,,,,,,,,
25058,9080,125063,9178,,,,,,,,,,,,
25059,9154,125064,9152,,,,,,,,,,,,
25060,9179,125065,9151,,,,,,,,,,,,
25061,9105,125066,9152,,,,,,,,,,,,
25062,9129,125067,9177,,,,,,,,,,,,
25063,9080,125068,9153,,,,,,,,,,,,
25064,9205,125069,9177,,,,,,,,,,,,
25065,8294,125070,9124,,,,,,,,,,,,
25066,9174,125071,9099,,,,,,,,,,,,
25067,9155,125072,9152,,,,,,,,,,,,
25068,9205,125073,9152,,,,,,,,,,,,
25069,9080,125074,9151,,,,,,,,,,,,
25070,9104,125075,9228,,,,,,,,,,,,
25071,9155,125076,9099,,,,,,,,,,,,
25072,9155,125077,9176,,,,,,,,,,,,
25073,9080,125078,9202,,,,,,,,,,,,
25074,9180,125079,9177,,,,,,,,,,,,
25075,9179,125080,9177,,,,,,,,,,,,
25076,9080,125081,9170,,,,,,,,,,,,
25077,9080,125082,9150,,,,,,,,,,,,
25078,9180,125083,9176,,,,,,,,,,,,
25079,9104,125084,9228,,,,,,,,,,,,
25080,9104,125085,9125,,,,,,,,,,,,
25081,9205,125086,9126,,,,,,,,,,,,
25082,9104,125087,9151,,,,,,,,,,,,
25083,9205,125088,9176,,,,,,,,,,,,
25084,9180,125089,9202,,,,,,,,,,,,
25085,9079,125090,9177,,,,,,,,,,,,
25086,9079,125091,9151,,,,,,,,,,,,
25087,9104,125092,9177,,,,,,,,,,,,
25088,9205,125093,9152,,,,,,,,,,,,
25089,9155,125094,9126,,,,,,,,,,,,
25090,9174,125095,9151,,,,,,,,,,,,
25091,9155,125096,9151,,,,,,,,,,,,
25092,9104,125097,9202,,,,,,,,,,,,
25093,9104,125098,9176,,,,,,,,,,,,
25094,9155,125099,9151,,,,,,,,,,,,
25095,9105,125100,9177,,,,,,,,,,,,
25096,9079,125101,9176,,,,,,,,,,,,
25097,9105,125102,9152,,,,,,,,,,,,
25098,9080,125103,9177,,,,,,,,,,,,
25099,9179,125104,9152,,,,,,,,,,,,
25100,9110,125105,9127,,,,,,,,,,,,
25101,9080,125106,9176,,,,,,,,,,,,
25102,9104,125107,9177,,,,,,,,,,,,
25103,9205,125108,9176,,,,,,,,,,,,
25104,9180,125109,9151,,,,,,,,,,,,
25105,9180,125110,9151,,,,,,,,,,,,
25106,9079,125111,9176,,,,,,,,,,,,
25107,9104,125112,9177,,,,,,,,,,,,
25108,8170,125113,9229,,,,,,,,,,,,
25109,9104,125114,9152,,,,,,,,,,,,
25110,9079,125115,9152,,,,,,,,,,,,
25111,9205,125116,9202,,,,,,,,,,,,
25112,9199,125117,9176,,,,,,,,,,,,
25113,9079,125118,9098,,,,,,,,,,,,
25114,9205,125119,9105,,,,,,,,,,,,
25115,9078,125120,9152,,,,,,,,,,,,
25116,9079,125121,9151,,,,,,,,,,,,
25117,9180,125122,9151,,,,,,,,,,,,
25118,9079,125123,9126,,,,,,,,,,,,
25119,9180,125124,9125,,,,,,,,,,,,
25120,9180,125125,9127,,,,,,,,,,,,
25121,9079,125126,9150,,,,,,,,,,,,
25122,9079,125127,9151,,,,,,,,,,,,
25123,9079,125128,9124,,,,,,,,,,,,
25124,9180,125129,9151,,,,,,,,,,,,
25125,9079,125130,9150,,,,,,,,,,,,
25126,9079,125131,9176,,,,,,,,,,,,
25127,9155,125132,9151,,,,,,,,,,,,
25128,9205,125133,9151,,,,,,,,,,,,
25129,9155,125134,9228,,,,,,,,,,,,
25130,9103,125135,9177,,,,,,,,,,,,
25131,9103,125136,9228,,,,,,,,,,,,
25132,9079,125137,9151,,,,,,,,,,,,
25133,9179,125138,9127,,,,,,,,,,,,
25134,9079,125139,9151,,,,,,,,,,,,
25135,9078,125140,9152,,,,,,,,,,,,
25136,9079,125141,9177,,,,,,,,,,,,
25137,9179,125142,9177,,,,,,,,,,,,
25138,9180,125143,9177,,,,,,,,,,,,
25139,9205,125144,9152,,,,,,,,,,,,
25140,9079,125145,9229,,,,,,,,,,,,
25141,9129,125146,9152,,,,,,,,,,,,
25142,9180,125147,9153,,,,,,,,,,,,
25143,9179,125148,9152,,,,,,,,,,,,
25144,9205,125149,9229,,,,,,,,,,,,
25145,9155,125150,9152,,,,,,,,,,,,
25146,9180,125151,9178,,,,,,,,,,,,
25147,9179,125152,9152,,,,,,,,,,,,
25148,9180,125153,9203,,,,,,,,,,,,
25149,9079,125154,9126,,,,,,,,,,,,
25150,9079,125155,9152,,,,,,,,,,,,
25151,9180,125156,9229,,,,,,,,,,,,
25152,9080,125157,9228,,,,,,,,,,,,
25153,9079,125158,9154,,,,,,,,,,,,
25154,9080,125159,9204,,,,,,,,,,,,
25155,9103,125160,9126,,,,,,,,,,,,
25156,9111,125161,9203,,,,,,,,,,,,
25157,9180,125162,9179,,,,,,,,,,,,
25158,9104,125163,9126,,,,,,,,,,,,
25159,9079,125164,9151,,,,,,,,,,,,
25160,9155,125165,9152,,,,,,,,,,,,
25161,9179,125166,9151,,,,,,,,,,,,
25162,9179,125167,9203,,,,,,,,,,,,
25163,9180,125168,9151,,,,,,,,,,,,
25164,9179,125169,9203,,,,,,,,,,,,
25165,9180,125170,9126,,,,,,,,,,,,
25166,9154,125171,9152,,,,,,,,,,,,
25167,9104,125172,9151,,,,,,,,,,,,
25168,9080,125173,9151,,,,,,,,,,,,
25169,9079,125174,9099,,,,,,,,,,,,
25170,9078,125175,9151,,,,,,,,,,,,
25171,9103,125176,9203,,,,,,,,,,,,
25172,9104,125177,9126,,,,,,,,,,,,
25173,9079,125178,9203,,,,,,,,,,,,
25174,9079,125179,9125,,,,,,,,,,,,
25175,9104,125180,9126,,,,,,,,,,,,
25176,9104,125181,9098,,,,,,,,,,,,
25177,9205,125182,9202,,,,,,,,,,,,
25178,9179,125183,9151,,,,,,,,,,,,
25179,9129,125184,9176,,,,,,,,,,,,
25180,9104,125185,9152,,,,,,,,,,,,
25181,9080,125186,9126,,,,,,,,,,,,
25182,9080,125187,9126,,,,,,,,,,,,
25183,9078,125188,9151,,,,,,,,,,,,
25184,9079,125189,9145,,,,,,,,,,,,
25185,9180,125190,9201,,,,,,,,,,,,
25186,9204,125191,9177,,,,,,,,,,,,
25187,9104,125192,9152,,,,,,,,,,,,
25188,9129,125193,9127,,,,,,,,,,,,
25189,9104,125194,9202,,,,,,,,,,,,
25190,9104,125195,9152,,,,,,,,,,,,
25191,9079,125196,9177,,,,,,,,,,,,
25192,9079,125197,9176,,,,,,,,,,,,
25193,9080,125198,9177,,,,,,,,,,,,
25194,9154,125199,9177,,,,,,,,,,,,
25195,9154,125200,9171,,,,,,,,,,,,
25196,9079,125201,9151,,,,,,,,,,,,
25197,9080,125202,9126,,,,,,,,,,,,
25198,9104,125203,9228,,,,,,,,,,,,
25199,9103,125204,9151,,,,,,,,,,,,
25200,9079,125205,9152,,,,,,,,,,,,
25201,9180,125206,9152,,,,,,,,,,,,
25202,9078,125207,9152,,,,,,,,,,,,
25203,9179,125208,9124,,,,,,,,,,,,
25204,9079,125209,9202,,,,,,,,,,,,
25205,9104,125210,9178,,,,,,,,,,,,
25206,9174,125211,9177,,,,,,,,,,,,
25207,9180,125212,9178,,,,,,,,,,,,
25208,9079,125213,9151,,,,,,,,,,,,
25209,9079,125214,9152,,,,,,,,,,,,
25210,9178,125215,9228,,,,,,,,,,,,
25211,9085,125216,9203,,,,,,,,,,,,
25212,9079,125217,9151,,,,,,,,,,,,
25213,9079,125218,9125,,,,,,,,,,,,
25214,9104,125219,9177,,,,,,,,,,,,
25215,9078,125220,9151,,,,,,,,,,,,
25216,9155,125221,9228,,,,,,,,,,,,
25217,9179,125222,9151,,,,,,,,,,,,
25218,9103,125223,9151,,,,,,,,,,,,
25219,9079,125224,9126,,,,,,,,,,,,
25220,9180,125225,9151,,,,,,,,,,,,
25221,9103,125226,9152,,,,,,,,,,,,
25222,9077,125227,9176,,,,,,,,,,,,
25223,9105,125228,9176,,,,,,,,,,,,
25224,9105,125229,9195,,,,,,,,,,,,
25225,9180,125230,9125,,,,,,,,,,,,
25226,9205,125231,9125,,,,,,,,,,,,
25227,9078,125232,9177,,,,,,,,,,,,
25228,9103,125233,9125,,,,,,,,,,,,
25229,9180,125234,9125,,,,,,,,,,,,
25230,9180,125235,9124,,,,,,,,,,,,
25231,9103,125236,9195,,,,,,,,,,,,
25232,9205,125237,9175,,,,,,,,,,,,
25233,9180,125238,9202,,,,,,,,,,,,
25234,9079,125239,9177,,,,,,,,,,,,
25235,9078,125240,9124,,,,,,,,,,,,
25236,9205,125241,9176,,,,,,,,,,,,
25237,9155,125242,9176,,,,,,,,,,,,
25238,9085,125243,9202,,,,,,,,,,,,
25239,9078,125244,9125,,,,,,,,,,,,
25240,9154,125245,9177,,,,,,,,,,,,
25241,9105,125246,9151,,,,,,,,,,,,
25242,9105,125247,9177,,,,,,,,,,,,
25243,9079,125248,9151,,,,,,,,,,,,
25244,9079,125249,9125,,,,,,,,,,,,
25245,9104,125250,9176,,,,,,,,,,,,
25246,9205,125251,9125,,,,,,,,,,,,
25247,9205,125252,9124,,,,,,,,,,,,
25248,9103,125253,9125,,,,,,,,,,,,
25249,9079,125254,9176,,,,,,,,,,,,
25250,9204,125255,9227,,,,,,,,,,,,
25251,9079,125256,9177,,,,,,,,,,,,
25252,9104,125257,9177,,,,,,,,,,,,
25253,9079,125258,9125,,,,,,,,,,,,
25254,9079,125259,9151,,,,,,,,,,,,
25255,9104,125260,9177,,,,,,,,,,,,
25256,9103,125261,9151,,,,,,,,,,,,
25257,9128,125262,9151,,,,,,,,,,,,
25258,9154,125263,9150,,,,,,,,,,,,
25259,9079,125264,9151,,,,,,,,,,,,
25260,9103,125265,9177,,,,,,,,,,,,
25261,9204,125266,9177,,,,,,,,,,,,
25262,9104,125267,9176,,,,,,,,,,,,
25263,9179,125268,9151,,,,,,,,,,,,
25264,9103,125269,9176,,,,,,,,,,,,
25265,9102,125270,9176,,,,,,,,,,,,
25266,9204,125271,9151,,,,,,,,,,,,
25267,9129,125272,9176,,,,,,,,,,,,
25268,9109,125273,9176,,,,,,,,,,,,
25269,9079,125274,9195,,,,,,,,,,,,
25270,9154,125275,9176,,,,,,,,,,,,
25271,9179,125276,9124,,,,,,,,,,,,
25272,9103,125277,9152,,,,,,,,,,,,
25273,9205,125278,9125,,,,,,,,,,,,
25274,9104,125279,9201,,,,,,,,,,,,
25275,9079,125280,9202,,,,,,,,,,,,
25276,9130,125281,9124,,,,,,,,,,,,
25277,9130,125282,9125,,,,,,,,,,,,
25278,9130,125283,9125,,,,,,,,,,,,
25279,9079,125284,9152,,,,,,,,,,,,
25280,9155,125285,9176,,,,,,,,,,,,
25281,9154,125286,9152,,,,,,,,,,,,
25282,9154,125287,9124,,,,,,,,,,,,
25283,9179,125288,9201,,,,,,,,,,,,
25284,9154,125289,9125,,,,,,,,,,,,
25285,9110,125290,9125,,,,,,,,,,,,
25286,9129,125291,9201,,,,,,,,,,,,
25287,9103,125292,9175,,,,,,,,,,,,
25288,9079,125293,9227,,,,,,,,,,,,
25289,9204,125294,9176,,,,,,,,,,,,
25290,9204,125295,9150,,,,,,,,,,,,
25291,9204,125296,9176,,,,,,,,,,,,
25292,9148,125297,9098,,,,,,,,,,,,
25293,9179,125298,9098,,,,,,,,,,,,
25294,9078,125299,9175,,,,,,,,,,,,
25295,9103,125300,9151,,,,,,,,,,,,
25296,9104,125301,9201,,,,,,,,,,,,
25297,9110,125302,9125,,,,,,,,,,,,
25298,9128,125303,9124,,,,,,,,,,,,
25299,9205,125304,9124,,,,,,,,,,,,
25300,9103,125305,9150,,,,,,,,,,,,
25301,9154,125306,9195,,,,,,,,,,,,
25302,9079,125307,9177,,,,,,,,,,,,
25303,9180,125308,9124,,,,,,,,,,,,
25304,9078,125309,9202,,,,,,,,,,,,
25305,9102,125310,9176,,,,,,,,,,,,
25306,9104,125311,9152,,,,,,,,,,,,
25307,9180,125312,9176,,,,,,,,,,,,
25308,9104,125313,9125,,,,,,,,,,,,
25309,9103,125314,9125,,,,,,,,,,,,
25310,9103,125315,9124,,,,,,,,,,,,
25311,9078,125316,9226,,,,,,,,,,,,
25312,9154,125317,9126,,,,,,,,,,,,
25313,9079,125318,9202,,,,,,,,,,,,
25314,9179,125319,9201,,,,,,,,,,,,
25315,9103,125320,9177,,,,,,,,,,,,
25316,9103,125321,9201,,,,,,,,,,,,
25317,9204,125322,9201,,,,,,,,,,,,
25318,9179,125323,9149,,,,,,,,,,,,
25319,9078,125324,9125,,,,,,,,,,,,
25320,9078,125325,9175,,,,,,,,,,,,
25321,9103,125326,9098,,,,,,,,,,,,
25322,9204,125327,9150,,,,,,,,,,,,
25323,9129,125328,9175,,,,,,,,,,,,
25324,9079,125329,9175,,,,,,,,,,,,
25325,9180,125330,9201,,,,,,,,,,,,
25326,9179,125331,9176,,,,,,,,,,,,
25327,9078,125332,9124,,,,,,,,,,,,
25328,9129,125333,9098,,,,,,,,,,,,
25329,9105,125334,9099,,,,,,,,,,,,
25330,9076,125335,9150,,,,,,,,,,,,
25331,9104,125336,9150,,,,,,,,,,,,
25332,9104,125337,9099,,,,,,,,,,,,
25333,9204,125338,9099,,,,,,,,,,,,
25334,8387,125339,9175,,,,,,,,,,,,
25335,9179,125340,9099,,,,,,,,,,,,
25336,9079,125341,9201,,,,,,,,,,,,
25337,9079,125342,9200,,,,,,,,,,,,
25338,9203,125343,9201,,,,,,,,,,,,
25339,9153,125344,9200,,,,,,,,,,,,
25340,9154,125345,9123,,,,,,,,,,,,
25341,9129,125346,9124,,,,,,,,,,,,
25342,9129,125347,9098,,,,,,,,,,,,
25343,9105,125348,9099,,,,,,,,,,,,
25344,9078,125349,9099,,,,,,,,,,,,
25345,9103,125350,9122,,,,,,,,,,,,
25346,9104,125351,9150,,,,,,,,,,,,
25347,9129,125352,9176,,,,,,,,,,,,
25348,9104,125353,9124,,,,,,,,,,,,
25349,9153,125354,9098,,,,,,,,,,,,
25350,9079,125355,9149,,,,,,,,,,,,
25351,9180,125356,9176,,,,,,,,,,,,
25352,9079,125357,9202,,,,,,,,,,,,
25353,9079,125358,9226,,,,,,,,,,,,
25354,9079,125359,9176,,,,,,,,,,,,
25355,9079,125360,9176,,,,,,,,,,,,
25356,9198,125361,9200,,,,,,,,,,,,
25357,9079,125362,9099,,,,,,,,,,,,
25358,9079,125363,9149,,,,,,,,,,,,
25359,9105,125364,9150,,,,,,,,,,,,
25360,9129,125365,9200,,,,,,,,,,,,
25361,9154,125366,9226,,,,,,,,,,,,
25362,9179,125367,9124,,,,,,,,,,,,
25363,9128,125368,9225,,,,,,,,,,,,
25364,9104,125369,9124,,,,,,,,,,,,
25365,9103,125370,9099,,,,,,,,,,,,
25366,9085,125371,9124,,,,,,,,,,,,
25367,9128,125372,9098,,,,,,,,,,,,
25368,9104,125373,9149,,,,,,,,,,,,
25369,9080,125374,9150,,,,,,,,,,,,
25370,9104,125375,9149,,,,,,,,,,,,
25371,9079,125376,9149,,,,,,,,,,,,
25372,9104,125377,9125,,,,,,,,,,,,
25373,9079,125378,9124,,,,,,,,,,,,
25374,9180,125379,9148,,,,,,,,,,,,
25375,9079,125380,9148,,,,,,,,,,,,
25376,9079,125381,9125,,,,,,,,,,,,
25377,9104,125382,9148,,,,,,,,,,,,
25378,9079,125383,9124,,,,,,,,,,,,
25379,9079,125384,9125,,,,,,,,,,,,
25380,9104,125385,9200,,,,,,,,,,,,
25381,9204,125386,9124,,,,,,,,,,,,
25382,9078,125387,9148,,,,,,,,,,,,
25383,9180,125388,9124,,,,,,,,,,,,
25384,9180,125389,9124,,,,,,,,,,,,
25385,9102,125390,9123,,,,,,,,,,,,
25386,9103,125391,9124,,,,,,,,,,,,
25387,9103,125392,9149,,,,,,,,,,,,
25388,9078,125393,9098,,,,,,,,,,,,
25389,9079,125394,9098,,,,,,,,,,,,
25390,9128,125395,9124,,,,,,,,,,,,
25391,9104,125396,9123,,,,,,,,,,,,
25392,9129,125397,9199,,,,,,,,,,,,
25393,9079,125398,9200,,,,,,,,,,,,
25394,9179,125399,9150,,,,,,,,,,,,
25395,9103,125400,9097,,,,,,,,,,,,
25396,9103,125401,9124,,,,,,,,,,,,
25397,9180,125402,9124,,,,,,,,,,,,
25398,9104,125403,9149,,,,,,,,,,,,
25399,9080,125404,9149,,,,,,,,,,,,
25400,9128,125405,9149,,,,,,,,,,,,
25401,9128,125406,9174,,,,,,,,,,,,
25402,9103,125407,9149,,,,,,,,,,,,
25403,9104,125408,9150,,,,,,,,,,,,
25404,9080,125409,9150,,,,,,,,,,,,
25405,9129,125410,9143,,,,,,,,,,,,
25406,9103,125411,9124,,,,,,,,,,,,
25407,9079,125412,9149,,,,,,,,,,,,
25408,9079,125413,9149,,,,,,,,,,,,
25409,9104,125414,9124,,,,,,,,,,,,
25410,9079,125415,9124,,,,,,,,,,,,
25411,9079,125416,9124,,,,,,,,,,,,
25412,9104,125417,9098,,,,,,,,,,,,
25413,9128,125418,9148,,,,,,,,,,,,
25414,9103,125419,9124,,,,,,,,,,,,
25415,9078,125420,9124,,,,,,,,,,,,
25416,9104,125421,9100,,,,,,,,,,,,
25417,9179,125422,9150,,,,,,,,,,,,
25418,9076,125423,9149,,,,,,,,,,,,
25419,9104,125424,9149,,,,,,,,,,,,
25420,9104,125425,9149,,,,,,,,,,,,
25421,9103,125426,9124,,,,,,,,,,,,
25422,9203,125427,9200,,,,,,,,,,,,
25423,9154,125428,9124,,,,,,,,,,,,
25424,9079,125429,9194,,,,,,,,,,,,
25425,9079,125430,9225,,,,,,,,,,,,
25426,9104,125431,9150,,,,,,,,,,,,
25427,9103,125432,9149,,,,,,,,,,,,
25428,9204,125433,9226,,,,,,,,,,,,
25429,9103,125434,9174,,,,,,,,,,,,
25430,9103,125435,9174,,,,,,,,,,,,
25431,9103,125436,9173,,,,,,,,,,,,
25432,9103,125437,9124,,,,,,,,,,,,
25433,9178,125438,9096,,,,,,,,,,,,
25434,9080,125439,9200,,,,,,,,,,,,
25435,9077,125440,9124,,,,,,,,,,,,
25436,9103,125441,9148,,,,,,,,,,,,
25437,9078,125442,9124,,,,,,,,,,,,
25438,9110,125443,9173,,,,,,,,,,,,
25439,9104,125444,9149,,,,,,,,,,,,
25440,9103,125445,9149,,,,,,,,,,,,
25441,9079,125446,9124,,,,,,,,,,,,
25442,9079,125447,9149,,,,,,,,,,,,
25443,9104,125448,9173,,,,,,,,,,,,
25444,9178,125449,9149,,,,,,,,,,,,
25445,9103,125450,9173,,,,,,,,,,,,
25446,9079,125451,9149,,,,,,,,,,,,
25447,9179,125452,9149,,,,,,,,,,,,
25448,9179,125453,9099,,,,,,,,,,,,
25449,9154,125454,9124,,,,,,,,,,,,
25450,9179,125455,9148,,,,,,,,,,,,
25451,9179,125456,9124,,,,,,,,,,,,
25452,9078,125457,9149,,,,,,,,,,,,
25453,9079,125458,9123,,,,,,,,,,,,
25454,9079,125459,9099,,,,,,,,,,,,
25455,9079,125460,9099,,,,,,,,,,,,
25456,9078,125461,9225,,,,,,,,,,,,
25457,9079,125462,9122,,,,,,,,,,,,
25458,9079,125463,9123,,,,,,,,,,,,
25459,9179,125464,9200,,,,,,,,,,,,
25460,9104,125465,9098,,,,,,,,,,,,
25461,9079,125466,9197,,,,,,,,,,,,
25462,9078,125467,9149,,,,,,,,,,,,
25463,9079,125468,9125,,,,,,,,,,,,
25464,9104,125469,9175,,,,,,,,,,,,
25465,9128,125470,9124,,,,,,,,,,,,
25466,9128,125471,9175,,,,,,,,,,,,
25467,9103,125472,9174,,,,,,,,,,,,
25468,9104,125473,9124,,,,,,,,,,,,
25469,9104,125474,9200,,,,,,,,,,,,
25470,9078,125475,9124,,,,,,,,,,,,
25471,9079,125476,9148,,,,,,,,,,,,
25472,9128,125477,9124,,,,,,,,,,,,
25473,9103,125478,9149,,,,,,,,,,,,
25474,9104,125479,9149,,,,,,,,,,,,
25475,9103,125480,9224,,,,,,,,,,,,
25476,9104,125481,9199,,,,,,,,,,,,
25477,9078,125482,9175,,,,,,,,,,,,
25478,9078,125483,9149,,,,,,,,,,,,
