index,[2023-01-12 17:02:45.931] Ultrasonic Sensor Data Capture Start,index,[2023-01-12 17:02:45.931] Ultrasonic Sensor Data Capture Start,,,,,,,,,,,,
51436,9080,151441,9099,,,,,,,,,,,,
51437,9106,151442,9151,,,,,,,,,,,,
51438,9081,151443,9176,,,,,,,,,,,,
51439,9181,151444,9176,,,,,,,,,,,,
51440,9105,151445,9176,,,,,,,,,,,,
51441,9181,151446,9075,,,,,,,,,,,,
51442,9155,151447,9099,,,,,,,,,,,,
51443,9106,151448,9100,,,,,,,,,,,,
51444,9106,151449,9177,,,,,,,,,,,,
51445,9105,151450,9100,,,,,,,,,,,,
51446,9131,151451,9176,,,,,,,,,,,,
51447,9080,151452,9106,,,,,,,,,,,,
51448,9079,151453,9099,,,,,,,,,,,,
51449,9157,151454,9151,,,,,,,,,,,,
51450,9156,151455,9152,,,,,,,,,,,,
51451,9080,151456,9101,,,,,,,,,,,,
51452,9105,151457,9177,,,,,,,,,,,,
51453,9106,151458,9101,,,,,,,,,,,,
51454,9105,151459,9099,,,,,,,,,,,,
51455,9106,151460,9100,,,,,,,,,,,,
51456,9131,151461,9202,,,,,,,,,,,,
51457,9106,151462,9100,,,,,,,,,,,,
51458,9105,151463,9150,,,,,,,,,,,,
51459,9106,151464,9151,,,,,,,,,,,,
51460,9106,151465,9176,,,,,,,,,,,,
51461,9106,151466,9201,,,,,,,,,,,,
51462,9080,151467,9124,,,,,,,,,,,,
51463,9130,151468,9100,,,,,,,,,,,,
51464,9106,151469,9100,,,,,,,,,,,,
51465,9156,151470,9176,,,,,,,,,,,,
51466,9131,151471,9100,,,,,,,,,,,,
51467,9130,151472,9176,,,,,,,,,,,,
51468,9106,151473,9201,,,,,,,,,,,,
51469,9106,151474,9201,,,,,,,,,,,,
51470,9106,151475,9151,,,,,,,,,,,,
51471,9088,151476,9151,,,,,,,,,,,,
51472,9131,151477,9176,,,,,,,,,,,,
51473,9105,151478,9074,,,,,,,,,,,,
51474,9131,151479,9175,,,,,,,,,,,,
51475,9131,151480,9075,,,,,,,,,,,,
51476,9136,151481,9176,,,,,,,,,,,,
51477,9131,151482,9074,,,,,,,,,,,,
51478,9106,151483,9074,,,,,,,,,,,,
51479,9156,151484,9075,,,,,,,,,,,,
51480,9155,151485,9076,,,,,,,,,,,,
51481,9181,151486,9100,,,,,,,,,,,,
51482,9131,151487,9176,,,,,,,,,,,,
51483,9131,151488,9081,,,,,,,,,,,,
51484,9156,151489,9176,,,,,,,,,,,,
51485,9131,151490,9176,,,,,,,,,,,,
51486,9105,151491,9124,,,,,,,,,,,,
51487,9081,151492,9176,,,,,,,,,,,,
51488,9105,151493,9100,,,,,,,,,,,,
51489,9106,151494,9100,,,,,,,,,,,,
51490,9131,151495,9100,,,,,,,,,,,,
51491,9105,151496,9099,,,,,,,,,,,,
51492,9131,151497,9152,,,,,,,,,,,,
51493,9106,151498,9176,,,,,,,,,,,,
51494,9106,151499,9151,,,,,,,,,,,,
51495,9105,151500,9176,,,,,,,,,,,,
51496,9081,151501,9074,,,,,,,,,,,,
51497,9106,151502,9176,,,,,,,,,,,,
51498,9105,151503,9124,,,,,,,,,,,,
51499,9081,151504,9125,,,,,,,,,,,,
51500,9081,151505,9176,,,,,,,,,,,,
51501,9106,151506,9176,,,,,,,,,,,,
51502,9106,151507,9151,,,,,,,,,,,,
51503,9080,151508,9100,,,,,,,,,,,,
51504,9131,151509,9100,,,,,,,,,,,,
51505,9079,151510,9125,,,,,,,,,,,,
51506,9156,151511,9151,,,,,,,,,,,,
51507,9106,151512,9100,,,,,,,,,,,,
51508,9107,151513,9100,,,,,,,,,,,,
51509,9131,151514,9101,,,,,,,,,,,,
51510,9106,151515,9202,,,,,,,,,,,,
51511,9106,151516,9099,,,,,,,,,,,,
51512,9105,151517,9176,,,,,,,,,,,,
51513,9082,151518,9177,,,,,,,,,,,,
51514,9107,151519,9106,,,,,,,,,,,,
51515,9106,151520,9125,,,,,,,,,,,,
51516,9156,151521,9100,,,,,,,,,,,,
51517,9106,151522,9202,,,,,,,,,,,,
51518,9131,151523,9125,,,,,,,,,,,,
51519,9153,151524,9125,,,,,,,,,,,,
51520,9131,151525,9202,,,,,,,,,,,,
51521,9106,151526,9101,,,,,,,,,,,,
51522,9131,151527,9201,,,,,,,,,,,,
51523,9106,151528,9101,,,,,,,,,,,,
51524,9087,151529,9126,,,,,,,,,,,,
51525,9106,151530,9125,,,,,,,,,,,,
51526,9131,151531,9177,,,,,,,,,,,,
51527,9082,151532,9176,,,,,,,,,,,,
51528,9106,151533,9101,,,,,,,,,,,,
51529,9106,151534,9176,,,,,,,,,,,,
51530,9106,151535,9176,,,,,,,,,,,,
51531,9082,151536,9176,,,,,,,,,,,,
51532,9131,151537,9176,,,,,,,,,,,,
51533,9131,151538,9125,,,,,,,,,,,,
51534,9156,151539,9101,,,,,,,,,,,,
51535,9131,151540,9099,,,,,,,,,,,,
51536,9156,151541,9124,,,,,,,,,,,,
51537,9107,151542,9201,,,,,,,,,,,,
51538,9157,151543,9125,,,,,,,,,,,,
51539,9079,151544,9100,,,,,,,,,,,,
51540,9080,151545,9201,,,,,,,,,,,,
51541,9157,151546,9125,,,,,,,,,,,,
51542,9106,151547,9100,,,,,,,,,,,,
51543,9106,151548,9177,,,,,,,,,,,,
51544,9081,151549,9151,,,,,,,,,,,,
51545,9106,151550,9177,,,,,,,,,,,,
51546,9082,151551,9176,,,,,,,,,,,,
51547,9107,151552,9099,,,,,,,,,,,,
51548,9131,151553,9100,,,,,,,,,,,,
51549,9081,151554,9202,,,,,,,,,,,,
51550,9131,151555,9201,,,,,,,,,,,,
51551,9106,151556,9125,,,,,,,,,,,,
51552,9106,151557,9202,,,,,,,,,,,,
51553,9106,151558,9125,,,,,,,,,,,,
51554,9106,151559,9151,,,,,,,,,,,,
51555,9107,151560,9126,,,,,,,,,,,,
51556,9131,151561,9125,,,,,,,,,,,,
51557,9106,151562,9098,,,,,,,,,,,,
51558,9106,151563,9125,,,,,,,,,,,,
51559,9106,151564,9124,,,,,,,,,,,,
51560,9157,151565,9101,,,,,,,,,,,,
51561,9079,151566,9151,,,,,,,,,,,,
51562,9132,151567,9125,,,,,,,,,,,,
51563,9156,151568,9125,,,,,,,,,,,,
51564,9107,151569,9124,,,,,,,,,,,,
51565,9106,151570,9125,,,,,,,,,,,,
51566,9131,151571,9125,,,,,,,,,,,,
51567,9107,151572,9125,,,,,,,,,,,,
51568,9131,151573,9101,,,,,,,,,,,,
51569,9156,151574,9226,,,,,,,,,,,,
51570,9156,151575,9126,,,,,,,,,,,,
51571,9106,151576,9175,,,,,,,,,,,,
51572,9131,151577,9176,,,,,,,,,,,,
51573,9105,151578,9101,,,,,,,,,,,,
51574,9132,151579,9125,,,,,,,,,,,,
51575,9081,151580,9126,,,,,,,,,,,,
51576,9106,151581,9151,,,,,,,,,,,,
51577,9106,151582,9151,,,,,,,,,,,,
51578,9107,151583,9226,,,,,,,,,,,,
51579,9132,151584,9100,,,,,,,,,,,,
51580,9131,151585,9201,,,,,,,,,,,,
51581,9082,151586,9101,,,,,,,,,,,,
51582,9107,151587,9125,,,,,,,,,,,,
51583,9130,151588,9124,,,,,,,,,,,,
51584,9107,151589,9124,,,,,,,,,,,,
51585,9182,151590,9201,,,,,,,,,,,,
51586,9080,151591,9100,,,,,,,,,,,,
51587,9081,151592,9126,,,,,,,,,,,,
51588,9207,151593,9125,,,,,,,,,,,,
51589,9106,151594,9125,,,,,,,,,,,,
51590,9106,151595,9150,,,,,,,,,,,,
51591,9081,151596,9125,,,,,,,,,,,,
51592,9106,151597,9101,,,,,,,,,,,,
51593,9107,151598,9202,,,,,,,,,,,,
51594,9131,151599,9107,,,,,,,,,,,,
51595,9087,151600,9176,,,,,,,,,,,,
51596,9107,151601,9125,,,,,,,,,,,,
51597,9106,151602,9125,,,,,,,,,,,,
51598,9106,151603,9126,,,,,,,,,,,,
51599,9080,151604,9101,,,,,,,,,,,,
51600,9157,151605,9125,,,,,,,,,,,,
51601,9132,151606,9100,,,,,,,,,,,,
51602,9105,151607,9098,,,,,,,,,,,,
51603,9106,151608,9151,,,,,,,,,,,,
51604,9182,151609,9101,,,,,,,,,,,,
51605,9081,151610,9125,,,,,,,,,,,,
51606,9081,151611,9125,,,,,,,,,,,,
51607,9131,151612,9125,,,,,,,,,,,,
51608,9105,151613,9126,,,,,,,,,,,,
51609,9131,151614,9101,,,,,,,,,,,,
51610,9106,151615,9151,,,,,,,,,,,,
51611,9207,151616,9101,,,,,,,,,,,,
51612,9106,151617,9125,,,,,,,,,,,,
51613,9132,151618,9124,,,,,,,,,,,,
51614,9131,151619,9101,,,,,,,,,,,,
51615,9106,151620,9101,,,,,,,,,,,,
51616,9107,151621,9100,,,,,,,,,,,,
51617,9131,151622,9124,,,,,,,,,,,,
51618,9106,151623,9100,,,,,,,,,,,,
51619,9131,151624,9100,,,,,,,,,,,,
51620,9107,151625,9201,,,,,,,,,,,,
51621,9106,151626,9100,,,,,,,,,,,,
51622,9106,151627,9150,,,,,,,,,,,,
51623,9106,151628,9100,,,,,,,,,,,,
51624,9106,151629,9124,,,,,,,,,,,,
51625,9081,151630,9100,,,,,,,,,,,,
51626,9107,151631,9100,,,,,,,,,,,,
51627,9107,151632,9097,,,,,,,,,,,,
51628,9110,151633,9100,,,,,,,,,,,,
51629,9106,151634,9201,,,,,,,,,,,,
51630,9106,151635,9101,,,,,,,,,,,,
51631,9106,151636,9125,,,,,,,,,,,,
51632,9107,151637,9125,,,,,,,,,,,,
51633,9106,151638,9124,,,,,,,,,,,,
51634,9081,151639,9176,,,,,,,,,,,,
51635,9082,151640,9175,,,,,,,,,,,,
51636,9106,151641,9201,,,,,,,,,,,,
51637,9106,151642,9176,,,,,,,,,,,,
51638,9106,151643,9200,,,,,,,,,,,,
51639,9182,151644,9124,,,,,,,,,,,,
51640,9207,151645,9125,,,,,,,,,,,,
51641,9106,151646,9124,,,,,,,,,,,,
51642,9181,151647,9099,,,,,,,,,,,,
51643,9106,151648,9176,,,,,,,,,,,,
51644,9106,151649,9099,,,,,,,,,,,,
51645,9182,151650,9176,,,,,,,,,,,,
51646,9182,151651,9123,,,,,,,,,,,,
51647,9106,151652,9100,,,,,,,,,,,,
51648,9106,151653,9097,,,,,,,,,,,,
51649,9105,151654,9125,,,,,,,,,,,,
51650,9105,151655,9125,,,,,,,,,,,,
51651,9157,151656,9124,,,,,,,,,,,,
51652,9182,151657,9100,,,,,,,,,,,,
51653,9081,151658,9149,,,,,,,,,,,,
51654,9106,151659,9099,,,,,,,,,,,,
51655,9081,151660,9176,,,,,,,,,,,,
51656,9107,151661,9176,,,,,,,,,,,,
51657,9081,151662,9176,,,,,,,,,,,,
51658,9106,151663,9201,,,,,,,,,,,,
51659,9107,151664,9101,,,,,,,,,,,,
51660,9106,151665,9124,,,,,,,,,,,,
51661,9082,151666,9100,,,,,,,,,,,,
51662,9183,151667,9201,,,,,,,,,,,,
51663,9106,151668,9177,,,,,,,,,,,,
51664,9182,151669,9099,,,,,,,,,,,,
51665,9106,151670,9124,,,,,,,,,,,,
51666,9183,151671,9100,,,,,,,,,,,,
51667,9182,151672,9126,,,,,,,,,,,,
51668,9105,151673,9099,,,,,,,,,,,,
51669,9106,151674,9172,,,,,,,,,,,,
51670,9106,151675,9099,,,,,,,,,,,,
51671,9182,151676,9151,,,,,,,,,,,,
51672,9106,151677,9123,,,,,,,,,,,,
51673,9105,151678,9150,,,,,,,,,,,,
51674,9107,151679,9151,,,,,,,,,,,,
51675,9081,151680,9176,,,,,,,,,,,,
51676,9207,151681,9151,,,,,,,,,,,,
51677,9081,151682,9200,,,,,,,,,,,,
51678,9106,151683,9200,,,,,,,,,,,,
51679,9107,151684,9200,,,,,,,,,,,,
51680,9107,151685,9150,,,,,,,,,,,,
51681,9132,151686,9099,,,,,,,,,,,,
51682,9081,151687,9176,,,,,,,,,,,,
51683,9157,151688,9151,,,,,,,,,,,,
51684,9132,151689,9100,,,,,,,,,,,,
51685,9106,151690,9100,,,,,,,,,,,,
51686,9207,151691,9124,,,,,,,,,,,,
51687,9106,151692,9099,,,,,,,,,,,,
51688,9081,151693,9201,,,,,,,,,,,,
51689,9106,151694,9125,,,,,,,,,,,,
51690,9106,151695,9106,,,,,,,,,,,,
51691,9182,151696,9099,,,,,,,,,,,,
51692,9107,151697,9099,,,,,,,,,,,,
51693,9081,151698,9201,,,,,,,,,,,,
51694,9081,151699,9100,,,,,,,,,,,,
51695,9082,151700,9106,,,,,,,,,,,,
51696,9182,151701,9124,,,,,,,,,,,,
51697,9081,151702,9175,,,,,,,,,,,,
51698,9106,151703,9099,,,,,,,,,,,,
51699,9207,151704,9100,,,,,,,,,,,,
51700,9106,151705,9099,,,,,,,,,,,,
51701,9107,151706,9201,,,,,,,,,,,,
51702,9082,151707,9124,,,,,,,,,,,,
51703,9106,151708,9099,,,,,,,,,,,,
51704,9207,151709,9126,,,,,,,,,,,,
51705,9082,151710,9200,,,,,,,,,,,,
51706,9207,151711,9176,,,,,,,,,,,,
51707,9107,151712,9151,,,,,,,,,,,,
51708,9082,151713,9175,,,,,,,,,,,,
51709,9106,151714,9098,,,,,,,,,,,,
51710,9207,151715,9150,,,,,,,,,,,,
51711,9106,151716,9150,,,,,,,,,,,,
51712,9082,151717,9175,,,,,,,,,,,,
51713,9131,151718,9150,,,,,,,,,,,,
51714,9107,151719,9125,,,,,,,,,,,,
51715,9106,151720,9125,,,,,,,,,,,,
51716,9107,151721,9150,,,,,,,,,,,,
51717,9207,151722,9098,,,,,,,,,,,,
51718,9081,151723,9100,,,,,,,,,,,,
51719,9182,151724,9150,,,,,,,,,,,,
51720,9081,151725,9150,,,,,,,,,,,,
51721,9107,151726,9101,,,,,,,,,,,,
51722,6751,151727,9098,,,,,,,,,,,,
51723,9131,151728,9126,,,,,,,,,,,,
51724,9081,151729,9175,,,,,,,,,,,,
51725,9080,151730,9176,,,,,,,,,,,,
51726,9081,151731,9100,,,,,,,,,,,,
51727,9106,151732,9099,,,,,,,,,,,,
51728,9107,151733,9226,,,,,,,,,,,,
51729,9132,151734,9098,,,,,,,,,,,,
51730,9131,151735,9098,,,,,,,,,,,,
51731,9132,151736,9176,,,,,,,,,,,,
51732,9132,151737,9151,,,,,,,,,,,,
51733,9107,151738,9100,,,,,,,,,,,,
51734,9105,151739,9174,,,,,,,,,,,,
51735,9131,151740,9125,,,,,,,,,,,,
51736,9107,151741,9124,,,,,,,,,,,,
51737,9157,151742,9100,,,,,,,,,,,,
51738,9107,151743,9125,,,,,,,,,,,,
51739,9107,151744,9100,,,,,,,,,,,,
51740,9107,151745,9099,,,,,,,,,,,,
51741,9105,151746,9149,,,,,,,,,,,,
51742,9106,151747,9100,,,,,,,,,,,,
51743,9107,151748,9200,,,,,,,,,,,,
51744,9085,151749,9200,,,,,,,,,,,,
51745,9106,151750,9124,,,,,,,,,,,,
51746,9131,151751,9149,,,,,,,,,,,,
51747,9082,151752,9176,,,,,,,,,,,,
51748,9081,151753,9174,,,,,,,,,,,,
51749,9133,151754,9125,,,,,,,,,,,,
51750,9208,151755,9100,,,,,,,,,,,,
51751,9131,151756,9100,,,,,,,,,,,,
51752,9132,151757,9124,,,,,,,,,,,,
51753,9080,151758,9149,,,,,,,,,,,,
51754,9107,151759,9124,,,,,,,,,,,,
51755,9107,151760,9200,,,,,,,,,,,,
51756,9081,151761,9201,,,,,,,,,,,,
51757,9157,151762,9200,,,,,,,,,,,,
51758,9182,151763,9201,,,,,,,,,,,,
51759,9105,151764,9200,,,,,,,,,,,,
51760,9208,151765,9099,,,,,,,,,,,,
51761,9106,151766,9175,,,,,,,,,,,,
51762,9132,151767,9199,,,,,,,,,,,,
51763,9182,151768,9175,,,,,,,,,,,,
51764,9107,151769,9175,,,,,,,,,,,,
51765,9107,151770,9200,,,,,,,,,,,,
51766,9107,151771,9099,,,,,,,,,,,,
51767,9208,151772,9126,,,,,,,,,,,,
51768,9132,151773,9099,,,,,,,,,,,,
51769,9157,151774,9099,,,,,,,,,,,,
51770,9132,151775,9151,,,,,,,,,,,,
51771,9132,151776,9098,,,,,,,,,,,,
51772,9132,151777,9125,,,,,,,,,,,,
51773,9106,151778,9127,,,,,,,,,,,,
51774,9107,151779,9099,,,,,,,,,,,,
51775,9132,151780,9150,,,,,,,,,,,,
51776,9107,151781,9099,,,,,,,,,,,,
51777,9107,151782,9126,,,,,,,,,,,,
51778,9107,151783,9175,,,,,,,,,,,,
51779,9107,151784,9126,,,,,,,,,,,,
51780,9108,151785,9125,,,,,,,,,,,,
51781,9106,151786,9200,,,,,,,,,,,,
51782,9108,151787,9151,,,,,,,,,,,,
51783,9107,151788,9123,,,,,,,,,,,,
51784,9106,151789,9226,,,,,,,,,,,,
51785,9108,151790,9098,,,,,,,,,,,,
51786,9081,151791,9100,,,,,,,,,,,,
51787,9132,151792,9099,,,,,,,,,,,,
51788,9107,151793,9099,,,,,,,,,,,,
51789,9132,151794,9201,,,,,,,,,,,,
51790,9081,151795,9124,,,,,,,,,,,,
51791,9107,151796,9099,,,,,,,,,,,,
51792,9207,151797,9150,,,,,,,,,,,,
51793,9107,151798,9200,,,,,,,,,,,,
51794,9107,151799,9201,,,,,,,,,,,,
51795,9106,151800,9200,,,,,,,,,,,,
51796,9106,151801,9150,,,,,,,,,,,,
51797,9182,151802,9099,,,,,,,,,,,,
51798,9157,151803,9151,,,,,,,,,,,,
51799,9157,151804,9099,,,,,,,,,,,,
51800,9182,151805,9099,,,,,,,,,,,,
51801,9157,151806,9201,,,,,,,,,,,,
51802,9107,151807,9124,,,,,,,,,,,,
51803,9132,151808,9099,,,,,,,,,,,,
51804,9208,151809,9124,,,,,,,,,,,,
51805,9208,151810,9201,,,,,,,,,,,,
51806,9106,151811,9200,,,,,,,,,,,,
51807,9107,151812,9100,,,,,,,,,,,,
51808,9112,151813,9099,,,,,,,,,,,,
51809,9208,151814,9099,,,,,,,,,,,,
51810,9107,151815,9201,,,,,,,,,,,,
51811,9131,151816,9175,,,,,,,,,,,,
51812,9207,151817,9125,,,,,,,,,,,,
51813,9081,151818,9099,,,,,,,,,,,,
51814,9081,151819,9201,,,,,,,,,,,,
51815,9182,151820,9099,,,,,,,,,,,,
51816,9208,151821,9124,,,,,,,,,,,,
51817,9107,151822,9125,,,,,,,,,,,,
51818,9108,151823,9125,,,,,,,,,,,,
51819,9107,151824,9100,,,,,,,,,,,,
51820,9177,151825,9149,,,,,,,,,,,,
51821,9106,151826,9149,,,,,,,,,,,,
51822,9107,151827,9124,,,,,,,,,,,,
51823,9107,151828,9125,,,,,,,,,,,,
51824,9107,151829,9175,,,,,,,,,,,,
51825,9112,151830,9099,,,,,,,,,,,,
51826,9107,151831,9176,,,,,,,,,,,,
51827,9207,151832,9175,,,,,,,,,,,,
51828,9157,151833,9099,,,,,,,,,,,,
51829,9082,151834,9099,,,,,,,,,,,,
51830,9133,151835,9099,,,,,,,,,,,,
51831,9107,151836,9176,,,,,,,,,,,,
51832,9207,151837,9173,,,,,,,,,,,,
51833,9208,151838,9149,,,,,,,,,,,,
51834,9107,151839,9100,,,,,,,,,,,,
51835,9106,151840,9149,,,,,,,,,,,,
51836,9080,151841,9150,,,,,,,,,,,,
51837,9082,151842,9125,,,,,,,,,,,,
51838,9108,151843,9100,,,,,,,,,,,,
51839,9107,151844,9125,,,,,,,,,,,,
51840,9182,151845,9124,,,,,,,,,,,,
51841,9107,151846,9125,,,,,,,,,,,,
51842,9107,151847,9100,,,,,,,,,,,,
51843,9158,151848,9099,,,,,,,,,,,,
51844,9183,151849,9125,,,,,,,,,,,,
51845,9133,151850,9124,,,,,,,,,,,,
51846,9207,151851,9125,,,,,,,,,,,,
51847,9183,151852,9099,,,,,,,,,,,,
51848,9208,151853,9201,,,,,,,,,,,,
51849,9081,151854,9100,,,,,,,,,,,,
51850,9083,151855,9149,,,,,,,,,,,,
51851,9082,151856,9201,,,,,,,,,,,,
51852,9107,151857,9099,,,,,,,,,,,,
51853,9082,151858,9200,,,,,,,,,,,,
51854,9081,151859,9176,,,,,,,,,,,,
51855,9183,151860,9099,,,,,,,,,,,,
51856,9183,151861,9099,,,,,,,,,,,,
51857,9183,151862,9200,,,,,,,,,,,,
51858,9208,151863,9201,,,,,,,,,,,,
51859,9081,151864,9099,,,,,,,,,,,,
51860,9158,151865,9200,,,,,,,,,,,,
51861,9183,151866,9124,,,,,,,,,,,,
51862,9108,151867,9200,,,,,,,,,,,,
51863,9158,151868,9201,,,,,,,,,,,,
51864,9107,151869,9099,,,,,,,,,,,,
51865,9133,151870,9219,,,,,,,,,,,,
51866,9183,151871,9175,,,,,,,,,,,,
51867,9081,151872,9099,,,,,,,,,,,,
51868,9082,151873,9124,,,,,,,,,,,,
51869,9208,151874,9124,,,,,,,,,,,,
51870,9107,151875,9176,,,,,,,,,,,,
51871,9106,151876,9124,,,,,,,,,,,,
51872,9082,151877,6714,,,,,,,,,,,,
51873,9183,151878,9028,,,,,,,,,,,,
51874,9158,151879,6741,,,,,,,,,,,,
51875,9132,151880,8971,,,,,,,,,,,,
51876,9158,151881,9124,,,,,,,,,,,,
51877,9082,151882,9125,,,,,,,,,,,,
51878,9158,151883,9226,,,,,,,,,,,,
51879,9133,151884,9099,,,,,,,,,,,,
51880,9208,151885,9149,,,,,,,,,,,,
51881,9107,151886,9201,,,,,,,,,,,,
51882,9183,151887,9124,,,,,,,,,,,,
51883,9081,151888,9200,,,,,,,,,,,,
51884,9082,151889,9176,,,,,,,,,,,,
51885,9082,151890,9099,,,,,,,,,,,,
51886,9183,151891,9201,,,,,,,,,,,,
51887,9131,151892,9124,,,,,,,,,,,,
51888,9182,151893,9201,,,,,,,,,,,,
51889,9081,151894,9124,,,,,,,,,,,,
51890,9082,151895,9100,,,,,,,,,,,,
51891,9183,151896,9099,,,,,,,,,,,,
51892,9106,151897,9200,,,,,,,,,,,,
51893,9183,151898,9176,,,,,,,,,,,,
51894,9082,151899,9200,,,,,,,,,,,,
51895,9082,151900,9099,,,,,,,,,,,,
51896,9107,151901,9175,,,,,,,,,,,,
51897,9183,151902,9125,,,,,,,,,,,,
51898,9082,151903,9097,,,,,,,,,,,,
51899,9081,151904,9125,,,,,,,,,,,,
51900,9158,151905,9124,,,,,,,,,,,,
51901,9158,151906,9126,,,,,,,,,,,,
51902,9081,151907,9150,,,,,,,,,,,,
51903,9106,151908,9123,,,,,,,,,,,,
51904,9207,151909,9126,,,,,,,,,,,,
51905,9158,151910,9149,,,,,,,,,,,,
51906,9183,151911,9125,,,,,,,,,,,,
51907,9182,151912,9126,,,,,,,,,,,,
51908,9132,151913,9199,,,,,,,,,,,,
51909,9106,151914,9150,,,,,,,,,,,,
51910,9133,151915,9174,,,,,,,,,,,,
51911,9183,151916,9150,,,,,,,,,,,,
51912,9082,151917,9175,,,,,,,,,,,,
51913,9082,151918,9125,,,,,,,,,,,,
51914,9083,151919,9131,,,,,,,,,,,,
51915,9081,151920,9199,,,,,,,,,,,,
51916,9082,151921,9199,,,,,,,,,,,,
51917,9083,151922,9098,,,,,,,,,,,,
51918,9083,151923,9150,,,,,,,,,,,,
51919,9082,151924,9096,,,,,,,,,,,,
51920,9081,151925,9124,,,,,,,,,,,,
51921,9083,151926,9098,,,,,,,,,,,,
51922,9133,151927,9097,,,,,,,,,,,,
51923,9137,151928,9125,,,,,,,,,,,,
51924,9208,151929,9125,,,,,,,,,,,,
51925,9082,151930,9100,,,,,,,,,,,,
51926,9107,151931,9219,,,,,,,,,,,,
51927,9083,151932,9149,,,,,,,,,,,,
51928,9088,151933,9125,,,,,,,,,,,,
51929,9107,151934,9175,,,,,,,,,,,,
51930,9107,151935,9125,,,,,,,,,,,,
51931,9106,151936,9124,,,,,,,,,,,,
51932,9183,151937,9126,,,,,,,,,,,,
51933,9108,151938,9125,,,,,,,,,,,,
51934,9081,151939,9097,,,,,,,,,,,,
51935,9107,151940,9125,,,,,,,,,,,,
51936,9107,151941,9097,,,,,,,,,,,,
51937,9108,151942,9125,,,,,,,,,,,,
51938,9108,151943,9124,,,,,,,,,,,,
51939,9081,151944,9175,,,,,,,,,,,,
51940,9107,151945,9175,,,,,,,,,,,,
51941,9183,151946,9199,,,,,,,,,,,,
51942,9081,151947,9125,,,,,,,,,,,,
51943,9182,151948,9097,,,,,,,,,,,,
51944,9107,151949,9201,,,,,,,,,,,,
51945,9081,151950,9099,,,,,,,,,,,,
51946,9082,151951,9124,,,,,,,,,,,,
51947,9082,151952,9177,,,,,,,,,,,,
51948,9082,151953,9124,,,,,,,,,,,,
51949,9082,151954,9176,,,,,,,,,,,,
51950,9183,151955,9125,,,,,,,,,,,,
51951,9082,151956,9201,,,,,,,,,,,,
51952,9107,151957,9226,,,,,,,,,,,,
51953,9182,151958,9125,,,,,,,,,,,,
51954,9106,151959,9100,,,,,,,,,,,,
51955,9081,151960,9125,,,,,,,,,,,,
51956,9082,151961,9176,,,,,,,,,,,,
51957,9183,151962,9123,,,,,,,,,,,,
51958,9082,151963,9151,,,,,,,,,,,,
51959,9108,151964,9201,,,,,,,,,,,,
51960,9107,151965,9226,,,,,,,,,,,,
51961,9082,151966,9101,,,,,,,,,,,,
51962,9082,151967,9125,,,,,,,,,,,,
51963,9107,151968,9201,,,,,,,,,,,,
51964,9089,151969,9200,,,,,,,,,,,,
51965,9107,151970,9201,,,,,,,,,,,,
51966,9107,151971,9150,,,,,,,,,,,,
51967,9082,151972,9176,,,,,,,,,,,,
51968,9106,151973,9200,,,,,,,,,,,,
51969,9082,151974,9201,,,,,,,,,,,,
51970,9107,151975,9097,,,,,,,,,,,,
51971,9106,151976,9126,,,,,,,,,,,,
51972,9182,151977,9126,,,,,,,,,,,,
51973,9082,151978,9150,,,,,,,,,,,,
51974,9182,151979,9125,,,,,,,,,,,,
51975,9107,151980,9125,,,,,,,,,,,,
51976,9107,151981,9201,,,,,,,,,,,,
51977,9082,151982,9125,,,,,,,,,,,,
51978,9106,151983,9201,,,,,,,,,,,,
51979,9082,151984,9106,,,,,,,,,,,,
51980,9106,151985,9125,,,,,,,,,,,,
51981,9082,151986,9100,,,,,,,,,,,,
51982,9107,151987,9125,,,,,,,,,,,,
51983,9107,151988,9126,,,,,,,,,,,,
51984,9107,151989,9202,,,,,,,,,,,,
51985,9182,151990,9100,,,,,,,,,,,,
51986,9082,151991,9125,,,,,,,,,,,,
51987,9082,151992,9124,,,,,,,,,,,,
51988,9081,151993,9226,,,,,,,,,,,,
51989,9157,151994,9149,,,,,,,,,,,,
51990,9082,151995,9099,,,,,,,,,,,,
51991,9208,151996,9201,,,,,,,,,,,,
51992,9082,151997,9099,,,,,,,,,,,,
51993,9081,151998,9201,,,,,,,,,,,,
51994,9082,151999,9125,,,,,,,,,,,,
51995,9112,152000,9099,,,,,,,,,,,,
51996,9106,152001,9200,,,,,,,,,,,,
51997,9182,152002,9151,,,,,,,,,,,,
51998,9080,152003,9100,,,,,,,,,,,,
51999,9082,152004,9201,,,,,,,,,,,,
52000,9107,152005,9198,,,,,,,,,,,,
52001,9132,152006,9150,,,,,,,,,,,,
52002,9081,152007,9125,,,,,,,,,,,,
52003,9082,152008,9149,,,,,,,,,,,,
52004,9182,152009,9124,,,,,,,,,,,,
52005,9082,152010,9149,,,,,,,,,,,,
52006,9106,152011,9099,,,,,,,,,,,,
52007,9132,152012,9201,,,,,,,,,,,,
52008,9107,152013,9124,,,,,,,,,,,,
52009,9108,152014,9100,,,,,,,,,,,,
52010,9082,152015,9125,,,,,,,,,,,,
52011,9182,152016,9125,,,,,,,,,,,,
52012,9132,152017,9177,,,,,,,,,,,,
52013,9107,152018,9100,,,,,,,,,,,,
52014,9108,152019,9126,,,,,,,,,,,,
