index,[2023-01-11 12:57:44.253] Capture Start,index,[2023-01-11 12:57:44.253] Capture Start
30647,2895,130652,2627
30648,2896,130653,2651
30649,2896,130654,2651
30650,2894,130655,2676
30651,2896,130656,2657
30652,2896,130657,2657
30653,2902,130658,2658
30654,2896,130659,2657
30655,2870,130660,2627
30656,2846,130661,2627
30657,2870,130662,2651
30658,2845,130663,2676
30659,2846,130664,2652
30660,2845,130665,2655
30661,2846,130666,2657
30662,2851,130667,2633
30663,2852,130668,2682
30664,2870,130669,2676
30665,2846,130670,2676
30666,2870,130671,2626
30667,2846,130672,2676
30668,2846,130673,2677
30669,2846,130674,2651
30670,2846,130675,2682
30671,2852,130676,2633
30672,2852,130677,2682
30673,2870,130678,2676
30674,2870,130679,2676
30675,2846,130680,2676
30676,2870,130681,2676
30677,2846,130682,2676
30678,2870,130683,2652
30679,2870,130684,2683
30680,2894,130685,2634
30681,2876,130686,2682
30682,2845,130687,2676
30683,2821,130688,2676
30684,2846,130689,2676
30685,2845,130690,2676
30686,2846,130691,2651
30687,2846,130692,2626
30688,2870,130693,2707
30689,2846,130694,2683
30690,2876,130695,2682
30691,2869,130696,2701
30692,2821,130697,2676
30693,2869,130698,2676
30694,2870,130699,2676
30695,2870,130700,2676
30696,2846,130701,2676
30697,2870,130702,2633
30698,2870,130703,2657
30699,2852,130704,2657
30700,2852,130705,2658
30701,2821,130706,2676
30702,2845,130707,2651
30703,2870,130708,2651
30704,2846,130709,2627
30705,2846,130710,2651
30706,2845,130711,2658
30707,2846,130712,2683
30708,2875,130713,2682
30709,2853,130714,2677
30710,2846,130715,2651
30711,2869,130716,2626
30712,2846,130717,2651
30713,2846,130718,2651
30714,2846,130719,2627
30715,2846,130720,2657
30716,2846,130721,2658
30717,2852,130722,2632
30718,2852,130723,2657
30719,2846,130724,2626
30720,2846,130725,2626
30721,2845,130726,2651
30722,2846,130727,2626
30723,2845,130728,2627
30724,2846,130729,2630
30725,2846,130730,2658
30726,2852,130731,2633
30727,2852,130732,2682
30728,2846,130733,2676
30729,2847,130734,2627
30730,2846,130735,2651
30731,2846,130736,2676
30732,2845,130737,2651
30733,2846,130738,2652
30734,2869,130739,2633
30735,2851,130740,2633
30736,2852,130741,2657
30737,2846,130742,2626
30738,2846,130743,2651
30739,2846,130744,2626
30740,2846,130745,2626
30741,2846,130746,2651
30742,2846,130747,2627
30743,2846,130748,2682
30744,2846,130749,2633
30745,2852,130750,2682
30746,2822,130751,2626
30747,2821,130752,2627
30748,2846,130753,2627
30749,2846,130754,2627
30750,2846,130755,2651
30751,2846,130756,2626
30752,2846,130757,2633
30753,2870,130758,2633
30754,2900,130759,2658
30755,2845,130760,2677
30756,2821,130761,2652
30757,2846,130762,2677
30758,2845,130763,2627
30759,2870,130764,2627
30760,2870,130765,2651
30761,2846,130766,2633
30762,2846,130767,2682
30763,2852,130768,2633
30764,2852,130769,2657
30765,2821,130770,2627
30766,2845,130771,2651
30767,2846,130772,2676
30768,2846,130773,2627
30769,2846,130774,2626
30770,2846,130775,2657
30771,2846,130776,2658
30772,2852,130777,2633
30773,2876,130778,2633
30774,2846,130779,2627
30775,2822,130780,2676
30776,2846,130781,2676
30777,2821,130782,2652
30778,2846,130783,2627
30779,2845,130784,2657
30780,2846,130785,2633
30781,2852,130786,2633
30782,2852,130787,2657
30783,2846,130788,2651
30784,2846,130789,2626
30785,2845,130790,2651
30786,2845,130791,2627
30787,2846,130792,2650
30788,2846,130793,2654
30789,2846,130794,2657
30790,2852,130795,2632
30791,2852,130796,2682
30792,2845,130797,2676
30793,2846,130798,2676
30794,2845,130799,2652
30795,2845,130800,2627
30796,2845,130801,2627
30797,2845,130802,2651
30798,2846,130803,2657
30799,2852,130804,2632
30800,2852,130805,2657
30801,2822,130806,2626
30802,2821,130807,2651
30803,2845,130808,2651
30804,2822,130809,2676
30805,2822,130810,2676
30806,2821,130811,2651
30807,2821,130812,2682
30808,2846,130813,2633
30809,2852,130814,2682
30810,2846,130815,2627
30811,2797,130816,2651
30812,2822,130817,2676
30813,2846,130818,2651
30814,2846,130819,2651
30815,2846,130820,2652
30816,2845,130821,2658
30817,2846,130822,2658
30818,2852,130823,2658
30819,2828,130824,2676
30820,2797,130825,2677
30821,2846,130826,2676
30822,2845,130827,2651
30823,2846,130828,2677
30824,2846,130829,2651
30825,2846,130830,2682
30826,2822,130831,2658
30827,2852,130832,2658
30828,2851,130833,2657
30829,2821,130834,2676
30830,2846,130835,2652
30831,2870,130836,2652
30832,2846,130837,2677
30833,2845,130838,2676
30834,2846,130839,2682
30835,2846,130840,2658
30836,2851,130841,2658
30837,2852,130842,2658
30838,2846,130843,2677
30839,2845,130844,2676
30840,2845,130845,2651
30841,2845,130846,2651
30842,2870,130847,2651
30843,2846,130848,2657
30844,2846,130849,2658
30845,2852,130850,2683
30846,2828,130851,2658
30847,2846,130852,2652
30848,2846,130853,2651
30849,2846,130854,2676
30850,2821,130855,2651
30851,2845,130856,2652
30852,2845,130857,2654
30853,2846,130858,2657
30854,2875,130859,2633
30855,2852,130860,2657
30856,2869,130861,2651
30857,2845,130862,2651
30858,2846,130863,2652
30859,2845,130864,2651
30860,2846,130865,2651
30861,2870,130866,2651
30862,2846,130867,2658
30863,2852,130868,2632
30864,2852,130869,2657
30865,2821,130870,2627
30866,2846,130871,2650
30867,2822,130872,2651
30868,2845,130873,2651
30869,2822,130874,2651
30870,2846,130875,2651
30871,2821,130876,2657
30872,2822,130877,2633
30873,2852,130878,2682
30874,2846,130879,2651
30875,2797,130880,2651
30876,2822,130881,2652
30877,2845,130882,2627
30878,2870,130883,2651
30879,2845,130884,2651
30880,2821,130885,2657
30881,2869,130886,2657
30882,2827,130887,2657
30883,2828,130888,2632
30884,2796,130889,2626
30885,2822,130890,2651
30886,2845,130891,2652
30887,2845,130892,2652
30888,2822,130893,2651
30889,2846,130894,2657
30890,2821,130895,2658
30891,2827,130896,2657
30892,2852,130897,2633
30893,2796,130898,2651
30894,2846,130899,2651
30895,2846,130900,2652
30896,2846,130901,2627
30897,2845,130902,2651
30898,2845,130903,2633
30899,2845,130904,2633
30900,2828,130905,2658
30901,2828,130906,2633
30902,2822,130907,2627
30903,2821,130908,2627
30904,2845,130909,2651
30905,2845,130910,2627
30906,2821,130911,2627
30907,2845,130912,2632
30908,2845,130913,2633
30909,2827,130914,2658
30910,2852,130915,2632
30911,2845,130916,2626
30912,2821,130917,2626
30913,2821,130918,2627
30914,2821,130919,2626
30915,2821,130920,2650
30916,2822,130921,2630
30917,2821,130922,2632
30918,2827,130923,2633
30919,2828,130924,2657
30920,2821,130925,2626
30921,2821,130926,2626
30922,2821,130927,2626
30923,2821,130928,2626
30924,2821,130929,2650
30925,2846,130930,2651
30926,2845,130931,2657
30927,2851,130932,2657
30928,2827,130933,2632
30929,2821,130934,2626
30930,2846,130935,2627
30931,2821,130936,2651
30932,2845,130937,2626
30933,2821,130938,2651
30934,2821,130939,2651
30935,2821,130940,2657
30936,2845,130941,2632
30937,2827,130942,2657
30938,2845,130943,2626
30939,2796,130944,2626
30940,2845,130945,2651
30941,2821,130946,2651
30942,2846,130947,2626
30943,2845,130948,2651
30944,2822,130949,2658
30945,2821,130950,2657
30946,2852,130951,2658
30947,2845,130952,2651
30948,2796,130953,2651
30949,2821,130954,2651
30950,2821,130955,2651
30951,2821,130956,2626
30952,2822,130957,2651
30953,2821,130958,2657
30954,2821,130959,2633
30955,2852,130960,2657
30956,2852,130961,2658
30957,2797,130962,2651
30958,2821,130963,2652
30959,2821,130964,2651
30960,2846,130965,2651
30961,2846,130966,2651
30962,2821,130967,2657
30963,2821,130968,2657
30964,2852,130969,2658
30965,2827,130970,2657
30966,2845,130971,2651
30967,2821,130972,2651
30968,2845,130973,2652
30969,2845,130974,2651
30970,2845,130975,2652
30971,2845,130976,2658
30972,2845,130977,2657
30973,2828,130978,2658
30974,2852,130979,2657
30975,2821,130980,2651
30976,2845,130981,2651
30977,2869,130982,2651
30978,2896,130983,2651
30979,2895,130984,2651
30980,2869,130985,2655
30981,2821,130986,2658
30982,2828,130987,2633
30983,2852,130988,2705
30984,2821,130989,2676
30985,2845,130990,2651
30986,2821,130991,2676
30987,2846,130992,2676
30988,2821,130993,2651
30989,2846,130994,2676
30990,2845,130995,2657
30991,2828,130996,2633
30992,2828,130997,2682
30993,2822,130998,2676
30994,2845,130999,2676
30995,2821,131000,2676
30996,2821,131001,2651
30997,2846,131002,2651
30998,2821,131003,2651
30999,2821,131004,2657
31000,2821,131005,2633
31001,2827,131006,2682
31002,2822,131007,2676
31003,2797,131008,2651
31004,2821,131009,2676
31005,2822,131010,2676
31006,2821,131011,2701
31007,2821,131012,2676
31008,2845,131013,2657
31009,2845,131014,2657
31010,2875,131015,2682
31011,2870,131016,2651
31012,2821,131017,2651
31013,2822,131018,2676
31014,2822,131019,2652
31015,2821,131020,2651
31016,2845,131021,2676
31017,2821,131022,2682
31018,2821,131023,2682
31019,2851,131024,2682
31020,2827,131025,2676
31021,2796,131026,2652
31022,2845,131027,2651
31023,2821,131028,2651
31024,2846,131029,2676
31025,2821,131030,2651
31026,2821,131031,2657
31027,2821,131032,2657
31028,2828,131033,2657
31029,2827,131034,2658
31030,2821,131035,2651
31031,2821,131036,2701
31032,2845,131037,2676
31033,2845,131038,2701
31034,2845,131039,2676
31035,2821,131040,2707
31036,2821,131041,2707
31037,2828,131042,2682
31038,2827,131043,2701
31039,2822,131044,2700
31040,2821,131045,2701
31041,2821,131046,2701
31042,2822,131047,2651
31043,2821,131048,2676
31044,2821,131049,2679
31045,2821,131050,2707
31046,2852,131051,2633
31047,2827,131052,2681
31048,2821,131053,2676
31049,2821,131054,2701
31050,2821,131055,2701
31051,2821,131056,2700
31052,2822,131057,2701
31053,2821,131058,2676
31054,2821,131059,2732
31055,2828,131060,2707
31056,2827,131061,2707
31057,2821,131062,2676
31058,2822,131063,2701
31059,2821,131064,2676
31060,2821,131065,2676
31061,2822,131066,2701
31062,2821,131067,2701
31063,2821,131068,2707
31064,2821,131069,2682
31065,2852,131070,2707
31066,2821,131071,2701
31067,2797,131072,2701
31068,2822,131073,2701
31069,2821,131074,2701
31070,2821,131075,2701
31071,2846,131076,2701
31072,2822,131077,2731
31073,2821,131078,2657
31074,2851,131079,2706
31075,2828,131080,2676
31076,2797,131081,2701
31077,2822,131082,2700
31078,2821,131083,2676
31079,2821,131084,2700
31080,2821,131085,2701
31081,2822,131086,2682
31082,2821,131087,2707
31083,2827,131088,2707
31084,2851,131089,2701
31085,2796,131090,2701
31086,2821,131091,2700
31087,2821,131092,2701
31088,2846,131093,2701
31089,2845,131094,2701
31090,2821,131095,2707
31091,2821,131096,2706
31092,2827,131097,2707
31093,2828,131098,2701
31094,2821,131099,2676
31095,2821,131100,2701
31096,2822,131101,2726
31097,2822,131102,2726
31098,2821,131103,2701
31099,2821,131104,2706
31100,2821,131105,2706
31101,2827,131106,2707
31102,2852,131107,2700
31103,2821,131108,2700
31104,2820,131109,2676
31105,2821,131110,2700
31106,2821,131111,2725
31107,2821,131112,2701
31108,2821,131113,2704
31109,2822,131114,2706
31110,2827,131115,2657
31111,2828,131116,2706
31112,2822,131117,2676
31113,2821,131118,2675
31114,2822,131119,2676
31115,2822,131120,2675
31116,2821,131121,2675
31117,2822,131122,2700
31118,2845,131123,2706
31119,2851,131124,2632
31120,2851,131125,2706
31121,2845,131126,2675
31122,2821,131127,2700
31123,2869,131128,2675
31124,2845,131129,2701
31125,2846,131130,2676
31126,2822,131131,2676
31127,2821,131132,2707
31128,2821,131133,2682
31129,2827,131134,2630
31130,2845,131135,2701
31131,2796,131136,2701
31132,2821,131137,2700
31133,2845,131138,2676
31134,2845,131139,2701
31135,2822,131140,2701
31136,2822,131141,2731
31137,2822,131142,2706
31138,2851,131143,2706
31139,2845,131144,2726
31140,2797,131145,2701
31141,2821,131146,2700
31142,2821,131147,2700
31143,2845,131148,2700
31144,2845,131149,2701
31145,2821,131150,2732
31146,2846,131151,2732
31147,2851,131152,2706
31148,2828,131153,2700
31149,2797,131154,2700
31150,2822,131155,2700
31151,2822,131156,2701
31152,2821,131157,2725
31153,2822,131158,2725
31154,2821,131159,2731
31155,2821,131160,2706
31156,2828,131161,2707
31157,2828,131162,2725
31158,2822,131163,2701
31159,2821,131164,2725
31160,2822,131165,2725
31161,2821,131166,2726
31162,2821,131167,2648
31163,2821,131168,2731
31164,2845,131169,2707
31165,2827,131170,2707
31166,2828,131171,2700
31167,2821,131172,2700
31168,2845,131173,2700
31169,2821,131174,2700
31170,2821,131175,2700
31171,2821,131176,2700
31172,2822,131177,2703
31173,2822,131178,2707
31174,2827,131179,2682
31175,2828,131180,2706
31176,2846,131181,2700
31177,2821,131182,2700
31178,2846,131183,2700
31179,2821,131184,2700
31180,2821,131185,2725
31181,2822,131186,2725
31182,2822,131187,2732
31183,2828,131188,2706
31184,2851,131189,2629
31185,2821,131190,2700
31186,2845,131191,2700
31187,2845,131192,2725
31188,2821,131193,2701
31189,2821,131194,2725
31190,2821,131195,2725
31191,2822,131196,2707
31192,2821,131197,2681
31193,2828,131198,2629
31194,2821,131199,2700
31195,2797,131200,2725
31196,2821,131201,2725
31197,2821,131202,2700
31198,2822,131203,2700
31199,2821,131204,2700
31200,2822,131205,2731
31201,2822,131206,2707
31202,2827,131207,2706
31203,2827,131208,2648
31204,2797,131209,2725
31205,2821,131210,2700
31206,2821,131211,2725
31207,2821,131212,2648
31208,2822,131213,2648
31209,2821,131214,2731
31210,2821,131215,2706
31211,2828,131216,2707
31212,2827,131217,2725
31213,2797,131218,2648
31214,2822,131219,2725
31215,2821,131220,2725
31216,2821,131221,2700
31217,2821,131222,2700
31218,2821,131223,2731
31219,2845,131224,2731
31220,2827,131225,2731
31221,2827,131226,2725
31222,2821,131227,2725
31223,2822,131228,2648
31224,2821,131229,2725
31225,2822,131230,2648
31226,2822,131231,2725
31227,2822,131232,2731
31228,2822,131233,2706
31229,2827,131234,2706
31230,2827,131235,2700
31231,2821,131236,2700
31232,2845,131237,2701
31233,2845,131238,2725
31234,2894,131239,2725
31235,2846,131240,2725
31236,2846,131241,2728
31237,2821,131242,2731
31238,2827,131243,2707
31239,2827,131244,2629
31240,2821,131245,2700
31241,2821,131246,2700
31242,2821,131247,2725
31243,2821,131248,2725
31244,2821,131249,2724
31245,2821,131250,2700
31246,2821,131251,2706
31247,2827,131252,2681
31248,2827,131253,2629
31249,2821,131254,2700
31250,2821,131255,2699
31251,2822,131256,2700
31252,2821,131257,2700
31253,2845,131258,2700
31254,2822,131259,2700
31255,2845,131260,2706
31256,2845,131261,2706
31257,2827,131262,2629
31258,2822,131263,2700
31259,2797,131264,2699
31260,2821,131265,2700
31261,2822,131266,2700
31262,2821,131267,2700
31263,2845,131268,2700
31264,2845,131269,2731
31265,2821,131270,2706
31266,2827,131271,2706
31267,2845,131272,2700
31268,2796,131273,2725
31269,2845,131274,2700
31270,2846,131275,2700
31271,2846,131276,2700
31272,2846,131277,2700
31273,2846,131278,2706
31274,2845,131279,2706
31275,2851,131280,2706
31276,2851,131281,2725
31277,2797,131282,2725
31278,2846,131283,2700
31279,2845,131284,2725
31280,2846,131285,2725
31281,2846,131286,2725
31282,2846,131287,2731
31283,2846,131288,2731
31284,2851,131289,2731
31285,2851,131290,2700
31286,2846,131291,2725
31287,2846,131292,2725
31288,2846,131293,2648
31289,2846,131294,2649
31290,2845,131295,2648
31291,2845,131296,2706
31292,2845,131297,2707
31293,2852,131298,2706
31294,2852,131299,2725
31295,2822,131300,2648
31296,2822,131301,2725
31297,2869,131302,2700
31298,2845,131303,2725
31299,2845,131304,2700
31300,2846,131305,2702
31301,2846,131306,2731
31302,2852,131307,2706
31303,2852,131308,2605
31304,2846,131309,2648
31305,2846,131310,2725
31306,2845,131311,2648
31307,2845,131312,2700
31308,2845,131313,2700
31309,2846,131314,2700
31310,2846,131315,2706
31311,2851,131316,2707
31312,2852,131317,2605
31313,2822,131318,2623
31314,2846,131319,2648
31315,2870,131320,2700
31316,2846,131321,2700
31317,2846,131322,2725
31318,2845,131323,2725
31319,2846,131324,2654
31320,2846,131325,2707
31321,2876,131326,2605
31322,2845,131327,2625
31323,2821,131328,2725
31324,2846,131329,2648
31325,2846,131330,2700
31326,2846,131331,2700
31327,2846,131332,2700
31328,2846,131333,2706
31329,2846,131334,2706
31330,2852,131335,2706
31331,2846,131336,2700
31332,2821,131337,2700
31333,2846,131338,2700
31334,2894,131339,2648
31335,2896,131340,2700
31336,2894,131341,2700
31337,2846,131342,2706
31338,2846,131343,2707
31339,2851,131344,2707
31340,2852,131345,2700
31341,2822,131346,2648
31342,2822,131347,2701
31343,2846,131348,2725
31344,2845,131349,2700
31345,2846,131350,2648
31346,2846,131351,2654
31347,2870,131352,2654
31348,2902,131353,2654
31349,2896,131354,2654
31350,2894,131355,2700
31351,2870,131356,2648
31352,2896,131357,2700
31353,2894,131358,2701
31354,2894,131359,2700
31355,2894,131360,2706
31356,2869,131361,2654
31357,2852,131362,2707
31358,2852,131363,2700
31359,2846,131364,2700
31360,2870,131365,2700
31361,2846,131366,2700
31362,2846,131367,2700
31363,2846,131368,2624
31364,2870,131369,2703
31365,2846,131370,2706
31366,2852,131371,2706
31367,2852,131372,2629
31368,2846,131373,2700
31369,2846,131374,2700
31370,2846,131375,2700
31371,2846,131376,2701
31372,2846,131377,2700
31373,2845,131378,2700
31374,2846,131379,2654
31375,2852,131380,2681
31376,2853,131381,2629
31377,2846,131382,2700
31378,2846,131383,2700
31379,2846,131384,2700
31380,2846,131385,2648
31381,2846,131386,2701
31382,2846,131387,2701
31383,2846,131388,2706
31384,2870,131389,2682
31385,2852,131390,2629
31386,2873,131391,2675
31387,2821,131392,2701
31388,2846,131393,2700
31389,2846,131394,2701
31390,2846,131395,2700
31391,2846,131396,2700
31392,2846,131397,2706
31393,2846,131398,2706
31394,2852,131399,2706
31395,2846,131400,2700
31396,2821,131401,2675
31397,2846,131402,2675
31398,2846,131403,2700
31399,2847,131404,2700
31400,2846,131405,2700
31401,2846,131406,2706
31402,2846,131407,2707
31403,2876,131408,2706
31404,2873,131409,2676
31405,2821,131410,2676
31406,2846,131411,2700
31407,2846,131412,2675
31408,2845,131413,2675
31409,2846,131414,2675
31410,2846,131415,2681
31411,2846,131416,2707
31412,2852,131417,2632
31413,2852,131418,2657
31414,2846,131419,2676
31415,2870,131420,2675
31416,2870,131421,2651
31417,2870,131422,2675
31418,2846,131423,2700
31419,2870,131424,2706
31420,2846,131425,2706
31421,2852,131426,2682
31422,2852,131427,2682
31423,2846,131428,2676
31424,2846,131429,2676
31425,2845,131430,2676
31426,2870,131431,2676
31427,2846,131432,2675
31428,2845,131433,2678
31429,2846,131434,2707
31430,2852,131435,2633
31431,2852,131436,2630
31432,2870,131437,2626
31433,2846,131438,2701
31434,2846,131439,2701
31435,2845,131440,2701
31436,2870,131441,2651
31437,2846,131442,2627
31438,2845,131443,2682
31439,2852,131444,2633
31440,2851,131445,2681
31441,2846,131446,2650
31442,2845,131447,2676
31443,2846,131448,2700
31444,2845,131449,2700
31445,2870,131450,2651
31446,2846,131451,2675
31447,2870,131452,2656
31448,2846,131453,2657
31449,2852,131454,2681
31450,2846,131455,2675
31451,2821,131456,2651
31452,2846,131457,2700
31453,2846,131458,2700
31454,2870,131459,2626
31455,2846,131460,2700
31456,2846,131461,2707
31457,2846,131462,2682
31458,2852,131463,2707
31459,2846,131464,2700
31460,2821,131465,2700
31461,2822,131466,2675
31462,2846,131467,2676
31463,2870,131468,2701
31464,2846,131469,2701
31465,2846,131470,2682
31466,2846,131471,2682
31467,2852,131472,2681
31468,2852,131473,2675
31469,2821,131474,2676
31470,2846,131475,2676
31471,2846,131476,2701
31472,2846,131477,2700
31473,2870,131478,2701
31474,2870,131479,2707
31475,2870,131480,2707
31476,2852,131481,2707
31477,2852,131482,2700
31478,2846,131483,2700
31479,2846,131484,2701
31480,2846,131485,2700
31481,2846,131486,2701
31482,2846,131487,2726
31483,2870,131488,2732
31484,2846,131489,2707
31485,2852,131490,2707
31486,2852,131491,2701
31487,2846,131492,2700
31488,2846,131493,2701
31489,2846,131494,2701
31490,2846,131495,2676
31491,2894,131496,2701
31492,2870,131497,2679
31493,2870,131498,2707
31494,2852,131499,2633
31495,2852,131500,2682
31496,2846,131501,2700
31497,2847,131502,2700
31498,2846,131503,2700
31499,2846,131504,2675
31500,2846,131505,2676
31501,2870,131506,2676
31502,2846,131507,2706
31503,2852,131508,2633
31504,2852,131509,2682
31505,2846,131510,2700
31506,2846,131511,2700
31507,2846,131512,2675
31508,2846,131513,2700
31509,2846,131514,2700
31510,2846,131515,2700
31511,2845,131516,2682
31512,2846,131517,2632
31513,2852,131518,2681
31514,2845,131519,2700
31515,2797,131520,2700
31516,2846,131521,2700
31517,2846,131522,2726
31518,2870,131523,2725
31519,2846,131524,2700
31520,2846,131525,2706
31521,2846,131526,2707
31522,2852,131527,2731
31523,2870,131528,2725
31524,2821,131529,2701
31525,2846,131530,2700
31526,2845,131531,2700
31527,2870,131532,2700
31528,2870,131533,2725
31529,2846,131534,2732
31530,2846,131535,2732
31531,2876,131536,2706
31532,2852,131537,2700
31533,2821,131538,2726
31534,2870,131539,2649
31535,2845,131540,2700
31536,2846,131541,2700
31537,2846,131542,2699
31538,2870,131543,2706
31539,2822,131544,2731
31540,2852,131545,2706
31541,2852,131546,2700
31542,2846,131547,2700
31543,2845,131548,2700
31544,2845,131549,2700
31545,2846,131550,2700
31546,2896,131551,2700
31547,2896,131552,2731
31548,2896,131553,2732
31549,2876,131554,2654
31550,2896,131555,2725
31551,2870,131556,2725
31552,2870,131557,2725
31553,2870,131558,2725
31554,2845,131559,2725
31555,2869,131560,2700
31556,2845,131561,2703
31557,2845,131562,2706
31558,2876,131563,2682
31559,2852,131564,2629
31560,2846,131565,2725
31561,2846,131566,2725
31562,2870,131567,2725
31563,2870,131568,2725
31564,2870,131569,2725
31565,2846,131570,2725
31566,2870,131571,2731
31567,2851,131572,2682
31568,2876,131573,2630
31569,2846,131574,2725
31570,2846,131575,2725
31571,2822,131576,2648
31572,2846,131577,2648
31573,2845,131578,2725
31574,2894,131579,2624
31575,2846,131580,2654
31576,2846,131581,2732
31577,2852,131582,2605
31578,2822,131583,2648
31579,2821,131584,2725
31580,2845,131585,2624
31581,2821,131586,2725
31582,2846,131587,2725
31583,2846,131588,2725
31584,2846,131589,2654
31585,2845,131590,2731
31586,2852,131591,2731
31587,2846,131592,2648
31588,2821,131593,2648
31589,2870,131594,2648
31590,2822,131595,2724
31591,2846,131596,2624
31592,2846,131597,2648
31593,2822,131598,2654
31594,2846,131599,2630
31595,2827,131600,2654
31596,2852,131601,2725
31597,2822,131602,2648
31598,2821,131603,2624
31599,2822,131604,2648
31600,2846,131605,2624
31601,2846,131606,2623
31602,2846,131607,2629
31603,2846,131608,2630
31604,2852,131609,2630
31605,2874,131610,2630
31606,2845,131611,2648
31607,2846,131612,2725
31608,2845,131613,2648
31609,2846,131614,2648
31610,2846,131615,2623
31611,2845,131616,2630
31612,2846,131617,2731
31613,2828,131618,2629
31614,2828,131619,2630
31615,2845,131620,2648
31616,2846,131621,2624
31617,2846,131622,2648
31618,2846,131623,2700
31619,2846,131624,2700
31620,2846,131625,2703
31621,2846,131626,2731
31622,2828,131627,2706
31623,2852,131628,2629
31624,2846,131629,2700
31625,2822,131630,2648
31626,2846,131631,2700
31627,2845,131632,2701
31628,2846,131633,2700
31629,2822,131634,2700
31630,2846,131635,2654
31631,2852,131636,2707
31632,2852,131637,2605
31633,2846,131638,2624
31634,2822,131639,2700
31635,2846,131640,2700
31636,2846,131641,2701
31637,2846,131642,2700
31638,2822,131643,2624
31639,2846,131644,2707
31640,2822,131645,2706
31641,2852,131646,2605
31642,2822,131647,2625
31643,2797,131648,2701
31644,2845,131649,2700
31645,2846,131650,2701
31646,2822,131651,2701
31647,2846,131652,2701
31648,2846,131653,2706
31649,2845,131654,2707
31650,2852,131655,2707
31651,2846,131656,2700
31652,2821,131657,2700
31653,2822,131658,2700
31654,2846,131659,2700
31655,2822,131660,2701
31656,2870,131661,2700
31657,2895,131662,2707
31658,2896,131663,2706
31659,2852,131664,2707
31660,2828,131665,2700
31661,2797,131666,2700
31662,2846,131667,2701
31663,2846,131668,2701
31664,2870,131669,2700
31665,2870,131670,2701
31666,2846,131671,2706
31667,2846,131672,2707
31668,2852,131673,2732
31669,2852,131674,2700
31670,2846,131675,2700
31671,2822,131676,2701
31672,2846,131677,2700
31673,2894,131678,2700
31674,2845,131679,2701
31675,2846,131680,2731
31676,2895,131681,2731
31677,2852,131682,2707
31678,2852,131683,2701
31679,2846,131684,2725
31680,2846,131685,2648
31681,2846,131686,2700
31682,2846,131687,2725
31683,2846,131688,2725
31684,2846,131689,2730
31685,2846,131690,2706
31686,2852,131691,2707
31687,2852,131692,2605
31688,2846,131693,2725
31689,2846,131694,2725
31690,2845,131695,2700
31691,2846,131696,2700
31692,2870,131697,2700
31693,2846,131698,2700
31694,2846,131699,2731
31695,2852,131700,2681
31696,2852,131701,2629
31697,2870,131702,2700
31698,2873,131703,2700
31699,2870,131704,2725
31700,2873,131705,2700
31701,2873,131706,2701
31702,2873,131707,2700
31703,2846,131708,2654
31704,2870,131709,2707
31705,2852,131710,2629
31706,2874,131711,2700
31707,2821,131712,2700
31708,2870,131713,2701
31709,2874,131714,2648
31710,2873,131715,2725
31711,2846,131716,2700
31712,2870,131717,2654
31713,2846,131718,2731
31714,2852,131719,2630
31715,2870,131720,2700
31716,2821,131721,2700
31717,2873,131722,2700
31718,2845,131723,2700
31719,2846,131724,2700
31720,2873,131725,2701
31721,2870,131726,2707
31722,2870,131727,2707
31723,2852,131728,2706
31724,2827,131729,2700
31725,2821,131730,2648
31726,2873,131731,2700
31727,2845,131732,2648
31728,2870,131733,2701
31729,2846,131734,2648
31730,2846,131735,2707
31731,2846,131736,2707
31732,2852,131737,2731
31733,2852,131738,2654
31734,2846,131739,2624
31735,2846,131740,2624
31736,2846,131741,2624
31737,2846,131742,2623
31738,2822,131743,2648
31739,2846,131744,2630
31740,2870,131745,2707
31741,2876,131746,2630
31742,2876,131747,2630
31743,2846,131748,2624
31744,2846,131749,2624
31745,2846,131750,2624
31746,2822,131751,2623
31747,2846,131752,2648
31748,2846,131753,2651
31749,2846,131754,2630
31750,2852,131755,2707
31751,2852,131756,2605
31752,2846,131757,2624
31753,2846,131758,2648
31754,2846,131759,2623
31755,2846,131760,2648
31756,2846,131761,2624
31757,2846,131762,2623
31758,2896,131763,2630
31759,2852,131764,2707
31760,2852,131765,2605
31761,2846,131766,2648
31762,2846,131767,2700
31763,2846,131768,2648
31764,2846,131769,2700
31765,2846,131770,2648
31766,2846,131771,2725
31767,2846,131772,2706
31768,2846,131773,2682
31769,2852,131774,2629
31770,2846,131775,2700
31771,2822,131776,2701
31772,2870,131777,2648
31773,2873,131778,2648
31774,2846,131779,2725
31775,2846,131780,2725
31776,2846,131781,2731
31777,2873,131782,2630
31778,2852,131783,2706
31779,2846,131784,2725
31780,2821,131785,2649
31781,2846,131786,2725
31782,2822,131787,2725
31783,2846,131788,2725
31784,2822,131789,2726
31785,2846,131790,2732
31786,2846,131791,2731
31787,2852,131792,2731
31788,2828,131793,2655
31789,2797,131794,2725
31790,2846,131795,2700
31791,2846,131796,2726
31792,2870,131797,2725
31793,2871,131798,2725
31794,2870,131799,2731
31795,2846,131800,2731
31796,2876,131801,2732
31797,2828,131802,2726
31798,2846,131803,2725
31799,2846,131804,2725
31800,2873,131805,2725
31801,2870,131806,2648
31802,2873,131807,2725
31803,2846,131808,2731
31804,2846,131809,2731
31805,2852,131810,2731
31806,2828,131811,2655
31807,2870,131812,2725
31808,2873,131813,2725
