Ultrasonic Sensor Data Capture Start
Obstacle: Closed Door
Grid place: 2
Ch1: 
797
789
795
789
789
789
789
790
803
793
789
789
789
789
795
795
797
797
789
789
797
797
797
803
803
799
796
797
797
796
797
797
797
797
803
803
797
797
797
797
797
797
797
797
797
803
803
797
797
797
797
797
797
797
796
802
803
799
797
797
797
797
797
797
797
797
803
778
772
797
797
797
796
797
797
797
797
803
803
797
797
797
797
797
797
772
797
803
803
800
797
773
797
797
797
773
797
797
803
802
796
797
797
772
797
797
797
797
797
803
803
796
797
797
797
797
797
797
797
803
803
799
797
797
797
773
797
796
797
797
803
803
797
797
797
796
796
797
797
797
797
779
803
797
797
797
797
797
797
797
797
803
803
799
797
797
797
772
797
797
797
796
803
803
797
797
797
797
796
797
797
796
797
803
803
797
797
797
797
797
797
797
796
803
803
800
797
797
797
797
797
796
797
797
802
803
796
797
797
797
796
797
797
797
796
803
803
797
797
797
797
797
797
797
797
803
802
800
797
797
797
797
797
797
797
797
803
803
797
797
797
797
797
796
797
797
797
779
803
797
797
796
797
797
797
797
797
778
803
799
797
797
797
773
797
797
797
797
803
803
772
797
797
797
797
797
797
797
797
803
803
797
797
797
773
797
797
797
797
803
803
798
796
797
797
797
797
797
797
797
803
803
797
797
797
797
797
797
797
797
797
803
803
797
797
797
797
797
797
797
797
803
803
800
797
797
796
797
797
797
797
797
803
803
797
797
797
797
796
797
797
797
797
803
803
797
797
797
797
797
797
797
796
803
803
800
796
797
797
797
797
796
797
797
778
778
797
797
797
797
797
797
797
797
797
803
803
797
797
797
797
796
797
797
797
803
803
799
797
772
797
797
797
796
797
797
803
803
796
797
797
797
797
797
797
797
797
803
803
797
797
797
797
797
797
797
797
803
803
800
797
797
797
797
797
797
797
797
803
803
797
797
773
797
797
797
797
796
797
803
803
797
797
797
797
797
797
797
797
803
803
800
797
796
797
797
797
797
797
796
803
802
796
796
796
797
797
797
797
797
797
803
803
797
797
797
797
797
797
797
796
803
803
799
796
797
797
797
797
797
797
797
803
803
797
797
797
797
796
797
797
797
797
803
803
796
797
796
796
797
797
796
797
803
803
799
797
797
797
797
797
797
797
797
803
778
797
797
796
797
797
797
797
797
797
803
803
797
797
797
797
797
797
797
797
803
803
799
797
797
797
796
797
797
797
797
803
803
797
797
797
797
797
797
797
797
797
803
803
796
797
797
797
797
797
797
797
803
803
799
796
796
797
797
797
797
797
796
803
803
797
797
797
797
797
797
797
797
797
803
803
797
797
797
797
797
797
797
797
803
803
799
797
797
797
797
796
797
797
797
803
803
797
797
797
797
797
772
797
797
797
803
803
797
797
797
797
797
797
797
797
803
803
799
797
797
797
797
797
797
797
797
803
803
797
797
796
796
797
797
797
797
797
803
803
797
797
796
796
797
797
797
797
803
803
800
797
797
797
797
796
797
797
797
803
803
797
797
796
797
797
797
797
797
797
803
803
797
797
797
797
797
797
797
797
803
803
799
797
796
797
797
797
797
797
797
803
803
797
773
797
773
797
797
797
773
773
803
803
796
797
797
796
797
797
797
797
803
803
799
797
797
797
797
797
797
797
797
803
803
796
796
797
797
797
797
797
796
797
803
803
797
797
797
796
797
797
797
797
803
803
799
797
797
797
797
797
797
797
797
803
803
797
796
797
797
797
797
797
796
797
803
803
797
797
797
797
797
796
797
797
803
803
799
797
797
797
797
797
796
797
797
803
803
773
797
797
797
797
796
797
797
797
803
803
797
796
797
797
797
797
797
797
803
803
799
797
797
796
796
796
797
796
797
803
803
797
797
797
797
797
797
797
797
796
803
803
797
796
797
797
797
797
797
797
803
803
799
797
797
797
797
796
797
797
796
803
803
797
797
796
797
797
797
797
797
797
803
803
797
797
797
797
797
797
797
797
803
802
799
797
797
797
797
796
796
797
797
803
803
796
797
797
797
797
796
797
796
797
803
803
796
797
797
797
797
796
797
796
803
803
799
797
797
797
797
797
797
797
797
803
803
797
797
797
797
797
797
797
797
797
803
803
797
796
797
796
772
797
797
797
803
802
799
797
797
797
797
797
796
797
796
803
803
797
797
797
796
796
797
797
797
797
803
803
797
797
796
796
796
797
796
797
803
803
800
797
797
797
797
797
797
796
797
803
803
797
797
797
797
797
797
797
797
797
803
803
797
797
797
796
797
797
797
797
803
803
799
797
797
797
797
797
796
797
797
803
803
797
796
797
797
797
797
797
797
797
803
803
797
797
797
797
797
797
797
797
803
803
799
797
796
797
797
797
797
796
797
803
803
797
796
796
797
797
797
797
797
797
803
803
796
797
796
797
797
797
797
797
803
803
799
797
797
797
796
797
797
797
797
803
803
797
797
796
797
797
797
797
797
797
803
803
797
797
797
797
797
797
797
797
803
803
799
797
797
797
797
797
797
797
796
803
803
796
797
797
797
797
772
797
797
796
803
803
797
797
797
797
797
797
797
797
803
803
800
797
797
796
797
797
797
797
797
803
779
797
797
796
797
796
797
797
797
797
803
803
797
797
797
797
797
797
797
797
803
803
800
797
797
796
797
797
797
797
797
803
803
797
797
797
797
797
797
797
797
797
803
803
797
797
797
797
797
797
797
797
803
803
798
797
797
797
797
796
797
797
796
803
803
796
797
800
797
796
797
796
797
797
803
802
796
797
796
797
796
797
797
796
803
803
800
797
796
796
797
797
797
797
797
803
803
797
797
797
797
797
797
797
797
797
802
803
797
797
797
797
797
797
797
796
803
803
800
796
797
796
796
800
796
796
797
803
802
797
797
797
797
797
797
797
797
797
803
803
797
797
797
797
797
797
797
797
803
803
799
797
797
797
797
797
797
797
797
803
803
797
797
797
797
797
796
796
797
797
803
803
797
797
797
797
797
797
797
796
802
803
799
796
796
797
797
797
797
797
796
803
803
796
797
797
796
797
797
797
797
796
803
803
797
797
797
797
797
797
797
797
803
803
799
796
797
796
797
796
796
797
797
803
803
797
797
797
797
797
797
797
797
797
803
803
797
797
797
797
797
797
797
797
803
803
799
797
797
796
797
797
797
797
797
803
803
797
797
797
797
797
797
797
796
797
803
803
797
797
797
797
772
797
797
797
803
803
799
797
797
797
797
797
797
797
797
803
803
797
797
797
797
797
797
797
797
797
803
802
796
797
796
796
797
797
797
797
803
803
799
797
797
797
797
797
797
797
797
802
803
797
797
797
797
797
797
797
796
797
803
803
797
797
797
796
797
797
797
797
803
803
800
796
797
797
797
797
797
797
796
803
803
796
797
796
797
797
797
797
797
796
803
803
797
797
797
797
796
797
797
796
803
778
799
797
797
797
797
797
797
797
797
803
803
796
797
797
797
797
797
797
796
797
779
803
797
797
797
797
797
797
797
797
803
803
799
797
797
797
797
797
797
797
796
803
803
797
796
796
797
797
797
797
797
797
803
803
797
797
797
797
797
796
797
797
779
803
800
797
796
797
796
797
797
797
796
803
803
797
797
797
797
797
796
797
